fraudulent,description
1,"experienced, reliable team members are needed for ourcustomer service representative needed! we are currently searching for candidates with previous experience and/or motivated quick learners. these positions require a friendly phone personality, great attention to detail and the ability to work quickly and efficiently. this is a customer contact position that requires patience, a great phone demeanor, excellent verbal and written communications, and reliable work attendance .key aspects of position:provide extraordinary service to our customers at all times.work as part of a customer service team.other duties as assigned."
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. responsibilities and tasks managing the development, implementation, test, and maintenance of software development work. ensure allocated work scopes are produced within budget and timescale. monitor allocated work scopes and report current status, estimate to complete and resource requirements to manager/lead engineer. assist manager/lead engineer with estimates of effort and best technical solution ensure all work activities are in accordance with aker solutions procedures. working offshore/overseas as the role requires. identifying processes and patterns of work areas and recommending procedures to improve standardisation and consistency of approach to manager/lead engineer. monitoring trends and new products in the marketplace, which could benefit the company, and recommending to manager/lead engineer. in addition to the duties listed, the jobholder is required to perform other duties assigned by his/her manager/lead engineer from time to time."
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future to assemble, test, repair and/or refurbishment of controls equipment within the production department. perform general duties within the workshop environment to assist manufacturing activities. to carry out any other requirements needed to allow the company to operate efficiently.responsibilities and tasks • to work in a safe manner at all times, to comply with all current safety legislation and company safety policy.• to work to iso 9001. • to work to project specific quality plans.• to work at all times to the company’s quality management system.• to complete all activities identified within the department work packs.• perform strip down, assembly and test activities in line with work instructions and standard operating procedures, under direct guidance and supervision.• ensure all calibrated equipment used within the build, test process is within calibration date and rated for the work activities.• maintain workshop plant and equipment including test equipment.• ensure work area is maintained in a safe and tidy manner.• play a pro-active role in housekeeping and continuous improvement initiatives. as necessary, perform other duties, requiring essentially the same level of skill responsibility, when required."
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. as successor for the current manager we are looking for a head of machining department:responsibilities and tasks: professional and disciplinary management of the machining department with the production processes drilling, milling and turning. primarily cnc machines are used to machine large and heavy metal work pieces. also the teams tooling and cnc programming belongs to the department. the whole department consists at the present of 3 foreperson areas and around 60 employees. meeting of deadlines pertinent to this production department, using appropriate sap tools and milestone planning. continuous optimization of production processes, cip and 6s. planning in respect of preventative maintenance measures, plant modernization and new acquisitions. preparation of corresponding information serving as the bases of the decision-making, including cost-benefit analyses and assistance with roi calculations. determination of wages and salaries, in consultation with the production manager and the forepersons of the specialized department. human resource planning, human resource development and succession planning. cost, deadline and quality assurance work, as part of a cross-departmental team. acting as contact person for the design and sales departments, along with the other production departments, as regards technical and organisational matters. supporting of the supply chain management and quality management departments concerning the selection and assignment of suitable suppliers, as well as the continuous assessment of suppliers’ performance and production consulting. handling of health, safety and environment issues within the department. here, compliance with relevant regulations and directives is to be ensured and steps towards continuous optimization are to be taken."
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. responsibilities and tasks - manage execution of surf (subsea umbilical riser flowline) front end engineering scopes including staffing and competence development. participate in defining strategies and business development to develop new client basis. - ensure that all subsea system solutions in support of new business opportunities meets the specified functional design criteria, and all technical and regulatory requirements. - responsible for hse within own area of responsibility. ensure that all aspects of hse are top priority in day to day business and all designs delivered satisfies hse requirements and are in accordance with aker solutions hse policy. - identify and execute surf front end engineering work including opportunity appraisal, feasibility, concept screening and selection studies, concept definition as a precursor to pre-feed and feed. - establish, implement, measure the performance of, and continuously improve work processes so that resources are used efficiently, ensuring predictable performance. meeting all internal and external clients’ quality, cost and schedule requirements.- be actively involved in business development activities to develop new client base, preparation of proposals, and liaison with global offices on current and potential projects. - evaluate and assess new and emerging surf particularly subsea technologies. which may include managing and participating in rd initiatives, jip’s and other technology ventures- develop working relationships with client’s management and technical staff to develop solutions that will solve specific problems in meeting client’s current and future needs. - coordinate and collaborate with subject matter experts within aker solutions in providing solutions, establishing and carrying out scope of works related to subsea concepts. - understands project execution and can play a key role in project kick-off as per aker solution’s project execution model (pem).- assist in identifying project risks, opportunities, uncertainties and contribute to identification of mitigation strategies;"
1,"this is for the kmc project. we are looking for someone who is reliable and has the ability to work between 8-11 hours each week. this would include potentially over christmas break, but we will manage the program so that the workers can split the break in half and only work for part of the break (although for increased hours during that ten day span). we will give preference to those with pcs but it is not a deal breaker."
1,"data entry clerk data entry clerk job purpose: maintains database by entering new and updated customer and account information. data entry clerk job duties: prepares source data for computer entry by compiling and sorting information; establishing entry priorities. processes customer and account source documents by reviewing data for deficiencies; resolving discrepancies by using standard procedures or returning incomplete documents to the team leader for resolution. enters customer and account data by inputting alphabetic and numeric information on keyboard or optical scanner according to screen format. maintains data entry requirements by following data program techniques and procedures. verifies entered customer and account data by reviewing, correcting, deleting, or reentering data; combining data from both systems when account information is incomplete; purging files to eliminate duplication of data. tests customer and account system changes and upgrades by inputting new data; reviewing output. secures information by completing data base backups. maintains operations by following policies and procedures; reporting needed changes. maintains customer confidence and protects operations by keeping information confidential. contributes to team effort by accomplishing related results as needed."
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. aker solutions is a leading global provider of engineering and technology, products and service solutions to the oil gas industry. at aker solutions we offer an ocean of opportunities. our people are our biggest asset and our business relies on their abilities to win projects and execute them to the highest standards. we are committed to developing our people’s capabilities through challenging tasks supported by excellent training and development opportunities. all our major achievements are team efforts. we are looking for dedicated team players who like to be part of a winning team, who meet challenges head on to serve our customers’ needs.responsibilities and tasks responsibilities are carried out within a centralised structured environment whereby normal management reporting is to your immediate line manager. • executing the development, qualification, implementation, test, and maintenance of hardware/electrical development workscopes.• ensure allocated workscopes are produced within budget and timescale.• assist with estimates of effort and best technical solution• ensure all work activities are in accordance with aker solutions procedures.• produce technical investigations and reports. • working offshore/overseas as the role requires.• identifying processes and patterns of work areas and recommending procedures to improve standardisation and consistency of approach to the manager.• monitoring trends and new products in the marketplace, which could benefit the company, and recommending to manager/lead.• technical overview and control of suppliers supplying hardware/electrical services and equipment to assigned workscopes. work with manager to ensure ongoing, consistent and quality service from these suppliers.• production of drawings/documentation for assigned workscopes within the sap document approval cycle• demonstrate commitment to operating system procedures and the processes of continuous improvement• in addition to the duties listed, the jobholder is required to perform other duties assigned by his/her manager from time to time."
1,"managing over 200 tb of data, including 34 trillion+ weather simulation data points, 150 billion soil type observations, and more than 3 million daily weather measurements, we are one of the largest users of amazon web services. today we are focused on helping farmers protect and increase their profits in the face of increasingly extreme weather. at the heart of the company is our unique technology platform, which encompasses our core competencies across weather monitoring, agronomic modeling, and weather simulation, and accounts for over 200 tb of data, including 34 trillion+ weather simulation data points, 150 billion soil type observations, and more than 3 million daily weather measurements. this platform powers the company’s portfolio of technology-based products and services, which are revolutionizing agricultural risk management and farm management. we are leaving a mark on the world in our dna; we want to make a lasting and meaningful real-world impact. we relish big problems because they are the most interesting to tackle, the most rewarding, and typically the most valuable to solve. we also thrive on finding the possible in the impossible. if you are the best at what you do, you like solving interesting problems, and you are looking for like-minded people dedicated to having a major impact on the world, we are eager to talk with you. mobile developer - back end we are looking for experienced ruby developers to join our engineering team, focusing on building back end support for the development of mobile applications for growers. what you will do: write highly scalable and robust restful apis to empower our mobile applications. work closely with the ios and android team to ensure seamless integration with the back end. opportunity to learn new technologies and frameworks. "
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. aker solutions' concept and technology team based in st. john's, newfoundland provides all front-end engineering services required for the development of oil and gas exploration and production facilities, with a strategic focus on field developments in varying water depth and harsh environments. aker solutions delivers complete field development solutions and undertakes all activities required to provide the facilities needed for oil and gas exploration, production and processing.our products and services range from feasibility studies and field planning, through concept screening and selection, concept definition and project execution strategy, to detail engineering, procurement and construction management assistance.we need highly skilled engineers who can strengthen our team and support our ambitious growth plans and clients within the region. we are looking for a facilities development engineer. responsibilities and tasks manage execution of facilities system and topsides front end engineering scopes including staffing and competence development.participate in defining strategies and business development to develop new client basis. ensure that all system solutions in support of new business opportunities meet specified functional design criteria, and all technical and regulatory requirements.identify and execute facilities systems and topsides front end engineering work including opportunity appraisal, feasibility and concept screening studies, pre-feed and feed. coordinate and collaborate with subject matter experts within aker solutions in providing solutions, establishing and carrying out scope of works related to facilities concepts. understands project execution and can play a key role in project kick-off as per aker solution’s project execution model (pem). assist in identifying project risks, opportunities, uncertainties and contribute to identification of mitigation strategies."
1,"customer service specialistwe are currently looking for talented and creative individuals to continue growing the company. if you're looking to work in an organization where you can make a long-term home, and flex both your technical and creative skills, this may be the role for you! we pride ourselves on a work hard/play hard mentality and friendly, team-based culture.we're searching for a full-time customer support specialist with strong customer service background, excellent communication skills and outgoing personality.primary responsibilitiesrespond to incoming calls and e-mail / mail requestscontact current customersverify payment requests over the telephoneduring low volume intervals perform customer follow-ups, research escalated issues, and complete special projects"
1,"director of quality assurance nomis is searching for a director of quality assurance to lead our quality engineering group and own the quality and consistency of product development, customer implementation, and operations. who we are what we build our top-notch people, proven hadoop technology stack, and complex analytics are tackling big data challenges at banks every day to deliver mission critical customer, pricing, and product mix insights that benefit banks and their customers. our vision is to transform consumer banking and play quite a bit of table tennis along the way. who you are your middle name is quality, and you are obsessed with continuously raising the bar. you are a hands-on, inspirational leader that balances thoroughness, efficiency, and tight timeframes. you are passionate about building a world-class quality engineering group and improving banking – there is a lot to be done. responsibilities unify and own quality engineering across products, implementations, and operations mentor a team of on/offshore quality engineers, create a pervasive quality culture, and gamify testing define an analytic testing methodology that includes synthetic data sets, expert models, and vertical configuration partner with other teams to continuously adapt testing to meet constraints while maximizing its utility establish metrics to benchmark product quality against non/functional requirements and customer satisfaction continually innovate and automate a robust and rapid testing infrastructure "
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. responsibilities and tasks responsible for general design tasks within his/her areaproduce concepts, drawings, assemblies and parts by means of the solidworks cad system and sap plm toolsupport lead engineers with technical input responsible for compliance to regulations for health, environment and safetydesign calculations (hand calculations or tools) in order to verify strength of components and similar. assist the staff organization during tender work when neededadhere to governing documents and regulations for company."
1,"an exciting opportunity exists to fill a part-time position as an assistant accountant for an immediate start in sydney region. in this role you will be a key member of our team, responsible for the overall bookkeeping duties of our clients. you will be required to be pro-active in your duties and take on any task required."
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future aker solutions engineering technology division based in houston, texas, require a structural divisional manager to provide leadership, supervision, and guidance to discipline and engineers and designers.responsibilities and tasks responsibilites: - oversee all csma aspects of project execution within aetl office- provide leadership, supervision and guidance to discipline engineers and designers- estimate,plan and manage discipline budget- undertake technical peer reviews of projects- review discipline staffing requirements and assign suitably qualified and experienced persons to projects as required- recruit csma personnel and build the aetl csma team- support training and development of staff- conduct annual performance reviews of staff- develop and maintain discipline corporate processes and procedures- generate discipline man-hour estimates and ctrs for projects and bids- provide input to proposals in the form of narratives and reviews- provide discipline input to bid evaluations, review tender documents, prepare sow documents and deliverables- develop and maintain good working relationships with clients across aker solutions offices- maintain active contact with professional institutions related to csma- keep up-to-date with technical developments, national and international standards and legislative requirements related to discipline. "
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future. aker solutions is a world leading supplier of subsea pumping, compression, processing and power distribution systems for the subsea oil and gas industry. currently we are realizing the åsgard subsea compression system ready to start up in 2015. we see a development of market opportunities, where even more processing systems are moved subsea establishing the future subsea factory. aker solutions will split into two companies, one that will retain the aker solutions name and will focus on the subsea business and field design and a new oil-services investment company named akastor consisting of six businesses that will be run independently. aker solutions’ subsea power and process unit is continuously improving solutions realizing the subsea factory. we are looking for highly motivated and creative engineers capable of shaping this future. we have several open positions at houston, tx within subsea processing - separation, compression, and power systems. we need you to join the team in developing subsea processing solutions including separation, compression, flow assurance and pumps.responsibilities and tasks • take lead and be a driving force within subsea processing technology and systems from idea to the market. • be the lead process system specialist in subsea processing projects, studies and concept developments, responsible for process system layout, design and simulations. • be responsible for defining process system equipment."
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. as successor for the current manager we are looking for a head of machining department:responsibilities and tasks: professional and disciplinary management of the machining department with the production processes drilling, milling and turning. primarily cnc machines are used to machine large and heavy metal work pieces. also the teams tooling and cnc programming belongs to the department. the whole department consists at the present of 3 foreperson areas and around 60 employees. meeting of deadlines pertinent to this production department, using appropriate sap tools and milestone planning. continuous optimization of production processes, cip and 6s. planning in respect of preventative maintenance measures, plant modernization and new acquisitions. preparation of corresponding information serving as the bases of the decision-making, including cost-benefit analyses and assistance with roi calculations. determination of wages and salaries, in consultation with the production manager and the forepersons of the specialized department. human resource planning, human resource development and succession planning. cost, deadline and quality assurance work, as part of a cross-departmental team. acting as contact person for the design and sales departments, along with the other production departments, as regards technical and organisational matters. supporting of the supply chain management and quality management departments concerning the selection and assignment of suitable suppliers, as well as the continuous assessment of suppliers’ performance and production consulting. handling of health, safety and environment issues within the department. here, compliance with relevant regulations and directives is to be ensured and steps towards continuous optimization are to be taken."
1,"aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future aker solutions' quality management group based in houston, tx, usa provides corporate and project quality management system support across the london organisation. we support bids, management and project management activities on all of our oil and gas production design and procurement projects. we need a talented, enthusiastic management system administrator who likes detail and is accomplished in all the standard microsoft office systems including sharepoint sites and can strengthen our team and support our growth plans within the offshore oil gas market. responsibilities and tasks • development, management and support of the houston corporate and project sharepoint sites. liaise with oslo sharepoint facility owners and developers.• support and management of proarc facility holding corporate london operating system documentation• word / excel etc. template support to project teams• pem development, support and training.• general administrative and technical support to the hseq function in london• general admin support to the global quality, hse and pem networks• general admin. / technical support to project quality qc functions.• there is potential here to develop skills and capabilities within the hseq function and that could involve a number of possible opportunities including supporting the high profile engineering improvement initiative."
1,"the maintenance supervisor is responsible for planning, overseeing and reporting the work of maintenance staff to ensure safe and efficient operations of the facility. responsible for making sure maintence staff and groundskeepers are tasked with the upkeep of buildings, grounds and any materials or machinery needed to maintain the facility. weekly logs and reports of daily maintenance issues must be kept and recorded. in addition to directing the work of subordinates, the maintenance supervisor may also be required to assist with maintenance duties, or take over if a maintenace worker is absent or unavailable."
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future aker solutions' subsea based in houston,consists of a high tech manufacturing centre and an extremely innovative engineering environment. the plant is tailor made for development and manufacturing of subsea systems. our products are in demand throughout the world and the prospects for the future are promising. we need operators who can strengthen our team and support our ambitious growth plans within the subsea systems for oil and gas production market. we are looking for: industrial mechanics/ test operatorsresponsibilities and tasks - perform assembly test functions to associated subsea procedures.- the position requires active interfacing and communication with shift leader, test technicians and team leader- ensure all procedures are executed right and completed and give inputs to test technicians shift leader- report non-conformities "
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. aker solutions piping department, based in houston texas, usa, consists today of 118 highly skilled engineers and designers. we perform detail design and layouts of new offshore installations and land based process plants as well as participate in feeds. this includes activities like equipment layout, lq layout and ergonomics, stress analysis of critical piping, pipe support activities, detailed specification of piping components and valves, material and weight take off, material handling activities and site operations support for our ongoing projects worldwide. we need talented and ambitious individuals who can strengthen our team and support our ambitious growth plans. we are looking for piping material engineers.responsibilities and tasks as a piping engineer within material/mto will you participate in detail engineering projects where tasks include:• preparation of piping material specifications, valve specifications, valve sp item datasheets, etc.• responsibilty for preparing rfq, tq, tbe and po of the piping items. • reviews and comments on the vendor documentation related to the piping items such as valves, sp items, etc. • identification of deviations in the job scope, estimation of extensivness of changes and initiate change orders• represention of piping material engieering in meeting with clients, subcontractors other diciplines etc. • provide recommendations for materials inspections, identification and certification"
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future in january 2013, aker solutions acquired enovate systems ltd, a leading technology company focussed on subsea well control equipment. creating solutions that allow our customers to operate in safer, more effective ways, enovate is a dynamic and exciting part of the aker solutions group. we are looking for talented and ambitious team members who can help enovate to take the next step in its journey of growth. responsibilities and tasks:plan, direct, and coordinate design project activities to ensure that goals or objectives of the design projects are accomplished within prescribed time frame and funding parameters. establish work plans and personnel requirements for design project activities. prepare status reports, schedules and plans for design projects and provide technical contact point for external clients. to work in a safe, responsible and cost effective manner, in full compliance with the company’s safety and quality management systemsgenerate conceptual designs or customise existing designs for proposals or projects from customer or internally generated specifications and prepare design layouts using 2d autocad or 3d (solidworks) drawing packagesverify design where necessary using classical analysis techniques (bending, buckling, shear, bearing, and pressure vessel). assistance will be enlisted where more complex analysis is required. analysis will require to be formalised for inclusion in product design files and product design documentationpresent designs to engineering staff during internal design reviewsprepare and review detail drawings (selecting raw material as necessary) prepared from design layoutsmake necessary engineering changes to product drawingsparticipate in investigation and disposition of non-conformances or improvement actionsgenerate equipment assembly, test, fat, handling, storage, rework, maintenance and commissioning procedures as requiredprovide necessary support to the various internal departments (manufacturing, shop, planning, qa, commercial, purchasing, assembly etc) as equipment is progressed through the facility.field service as required for training and offshore installationdevelop more junior members of department through technical coaching and mentoring provide competent input to risk assessments related to equipmentinsert, maintain and review data on electronic register system.ensure accurate recording of work time and duties to allow tracking of departmental expenditure comply with the enovate systems qhse management systems, including qhse policies and procedures.work in accordance with the information and training provided and not undertake any task for which authorisation and/or training has not been given.take reasonable care to prevent harm to themselves and consider the potential for harm to others or the environment that may be caused by their acts or omissions.report any hazardous defects in plant, equipment and workplace, or shortcomings in the existing controls, to a responsible person without delay.refrain from intentionally misusing or recklessly interfering with anything that has been provided for health, safety and/or environmental reasons.dispose of waste using the correct waste streams and avoid energy waste.comply with and be bound by enovate systems employee code of conduct, equality diversity and intellectual property policies."
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future. the jobholder will support the electronic / electrical engineering group achieve their objectives within a quality critical and high reliability engineering/production environment. the jobholder will be responsible for ‘first level’ analysis to resolve system issues, failures and non-conformances within production and provide initial engineering support to rectify or escalate any issue in a timely manner. the jobholder will aid the electronic / electrical engineering group drive continuous improvement and perform root cause analysis of electronic printed circuit boards, systems, sub-assemblies and assemblies to component level. the jobholder will be responsible for ensuring technical conformance to specifications while ensuring all work is documented and performed in accordance with company procedures documentation. to carry out any other requirements needed to allow the company to operate efficiently. responsibilities and tasks • to work in a safe manner at all times, to comply with all current safety legislation and company safety policy.• to work at all times to the company’s quality management system.• evaluate and investigate electronic /electrical equipment systems, debug, repair to component level.• action halt, hass and ess testing to ensure reliability of electronic / electrical equipment used in harsh, extreme and safety critical environments • assist the engineers with enhanced/non-standard system test, engineering changes, process development, improvement of procedural documentation and npi (new product introduction). • support operators/technicians to improve quality awareness and aid standardization of processes while supporting the electronic /electrical group enhance overall system reliability and reduce system defects.• demonstrate team working and ensure any work carried out by self is performed within schedule • ensure that documentation is robust, concise, relevant and that quality systems are adhered to.• ensure all calibrated equipment used within the build, test process is within calibration date and fully maintained for the work activities.• ensure work area is maintained in a safe and tidy manner.• play a pro-active role in housekeeping and continuous improvement initiatives.as necessary, perform other duties, requiring essentially the same level of skill responsibility, when required."
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future aker solutions is a leading global oil services company that provides engineering and construction services, technology, products and field-life solutions for the oil gas industryour business very much depends on our people; all our major achievements are team efforts. we are looking for dedicated team players who like to be part of a winning team, who meet challenges head on to serve our customers’ needs.mmo based in houston, tx have excellent opportunities for talented individuals who can strengthen our team and support our ambitious growth plans within the engineering, construction, maintenance, modification and operations market.we are currently looking for a cad operator [ close-out ]responsibilities and tasks to operate computer-aided design (cad) system and produce clear and technically accurate drawings based on the specification presented. follows all relevant engineering procedures and instructions to insure that work is carried out in a controlled and consistent mannerfollows day-to-day operations relating to own jobs to ensure continuity of workdrawings and diagrams: preparation, back-drafting, updating and as-building as per discipline requirements and good engineering practices.liaise with close coordinator team lead to provide accurate delivery datesworks to own initiative to decide best layout solutionsadapts existing drawings to incorporate project changes demonstrating accuracy and thoroughnessmeets productivity standards and completes work in a timely mannerunderstand process, electrical, instrumentation diagrams. ability to use microsoft office, word, excel.looks for ways to improve and promote qualityapplies feedback to improve drawing office deliverablesmonitors own work to ensure qualityapplies creative solutions and translates concepts and information onto drawings. uses intuition, discipline knowledge and experience to modify designsconform to client drawing/document production as covered by pem and bs en iso 9001understands and utilises the aker management system (akims) to the required level"
1,"summaryresponsible for acting as a liaison between customers and companies. assists with complaints, orders, errors, account questions, billing, cancelations, and other   responsibilities resolve customer complaints via phone, email, mail, or social media. use telephones to reach out to customers and verify account information. greet customers warmly and ascertain problem or reason for calling. cancel or upgrade accounts. assist with placement of orders, refunds, or exchanges. advise on company information. take payment information and other pertinent information such as addresses and phone numbers. place or cancel orders. answer questions about warranties or terms of sale. act as the company gatekeeper. suggest solutions when a product malfunctions. handle product recalls. "
1,accepting online applications only click here to apply this is a full time temporary position lasting for 2 years description validate and review legal contractual agreements for customers input contract into contract databases all contracts completed reviewed within per-determined service level agreement professional e-mail interaction with customers scanning and uploading of documents qualifications high school diploma or equivalent professional communication skills via e-mail interaction dedicated to the needs of the business project management skills to assist in facilitating multiple contract rejects detail oriented able to multi-task ability to work with time sensitive documents must be able to work independently but able to perform in a team environment when needed. fast and accurate typist accepting online applications only click here to apply
1,accepting online applications only click here to apply this is a full time temporary position lasting for 2 years description validate and review legal contractual agreements for customers input contract into contract databases all contracts completed reviewed within per-determined service level agreement professional e-mail interaction with customers scanning and uploading of documents qualifications high school diploma or equivalent professional communication skills via e-mail interaction dedicated to the needs of the business project management skills to assist in facilitating multiple contract rejects detail oriented able to multi-task ability to work with time sensitive documents must be able to work independently but able to perform in a team environment when needed. fast and accurate typist accepting online applications only click here to apply
1,"we are seeking a candidate whose core values include integrity, compassion and responsibility, andis focused on building quality relationships with our clients. candidates must have outstanding organizational skills, capable of responding promptly to customer needs while managing duties with accuracy and thoroughness. candidates must also be able to work from home with a minimal amount of supervision."
