,fraudulent,company_profile
16610,f,"lei home enhancements, is an ohio based company that has been installing windows, siding, doors and decks in homes throughout the tri-state, dayton, indianapolis and columbus for over seven years. with pride in our work, honesty and integrity in our professionalism and a companywide dedication to customer satisfaction, we offer a wide range of remodeling services to homeowners. whether your project is large or small, we understand the trust and confidence each customer places in our skilled hands. that's why we use only superior quality products and exceptional craftsmanship to achieve long-lasting beauty, performance and value for your home. we take every measure to carefully ensure our craftsman are properly trained in all phases of home improvement. likewise, our sales staff and customer service representatives draw upon their years of experience for quality installations. from day one, we will welcome any questions and concerns you may have during the renovation process. it is our goal to provide you with beautiful and practical home improvements that will stand the test of time, along with the peace of mind that you have made an excellent selection for your home."
3242,t,"bradley contracting group corporation offers a wide range of b2b services through a plethora of different small business entities. we have sectors in many different industries. our main objective is to harness contracts with as many different small businesses, and corporations in the cincinnati tri-state area, and in the southern ohio region. bradley contracting group corporation has been around for almost 5 years doing work in different cities for various clients. we've worked out of louisville ky, charlotte nc, and atlanta ga. as of november 2013 we've established ourselves as transportation and courier service. some clients of note are fedex ground, and hhgreg. as a result of our own diligence and dedication to excellence we're also looking to expand into other markets as well as obtain contracts with lowes, best buy, the city of cincinnati, the state of ohio, and many different schools and districts of schools as well. we're in excellent standing with the state of kentucky and a registered foreign entity with the state of ohio. we're temporarily stationed out in hamilton, ohio within our transportation and warehousing facility we've recently acquired. our main focus is to establish a reputation of excellence, diligence, and innovation. if you feel you can live up to our motto, ""excellence no excuses."", we'd love to have you as a part of our team!"
6771,f,"we provide professional in-home pet sitting, dog walking, and other pet services in the waco, hewitt, robinson, woodway, lorena, and other surrounding areas."
3092,f,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth."
9614,f,"burns mcbride has been providing quality home service solutions for generations. since 1949, burns mcbride has been meeting the home comfort needs of delaware homeowners. from our distinguished heating and cooling solutions to our innovative trash recycling and home security services, burns mcbride is devoted to ensuring that our customer's homes are always comfortable and secure. through our four operating divisions, burns mcbride provides the most complete, guaranteed, and flexibly priced home comfort services in the market. our successful programs have earned a reputation for innovation within our industry, and we look forward to even more growth in the years to come. a key element of our growth strategy is to build on the success of our existing team members. we're looking to identify a few select individuals, with appropriate academic, work and life experience to join our team in both full and part-tme positions in a number of different capacities. since our customer base is primarily located in northern delaware, most of our staff and available positions are tied to our main office in wilmington, de. however we do maintain a small call center in provo, ut to provide extended customer care and telesales support services. for details on currently available opportunities and to submit an application and/or resume for consideration, please review the position descriptions listed below."
13249,f,"maker’s row is an online marketplace that connects american manufacturers and product based businesses. our mission is to make manufacturing easy to access and simple to understand. we support a network of established businesses in their domestic sourcing needs, and are inspiring the next generation of american businesses to think domestic first. for more general info:press,funding,team at maker’s row, creative thinking and problem solving are at the cornerstone of our operation as we push the boundaries of knowledge and access to product manufacturing. we are a tight-knit team where individual contributions play a vital role in shaping our product daily. we are looking for leaders with drive, creativity and a strong belief in teamwork."
5907,f,nan
17595,t,nan
11809,f,"established on the principles that full time education is not for everyone spectrum learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles. we also are official re-sellers for the institute of recruiters/ study course professional courses in hr practice, in-house recruitment and agency recruitment it is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job. we work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career. we have great relationships with a number of national training providers to ensure we can cover any apprenticeship available."
6589,f,"come be a part of one of the fastest growing, well-funded and exciting startups in silicon valley. peel makes the world’s leading smart remote app which turns your mobile device into a universal remote control. our technology is preloaded on many of the world’s top-selling android devices. peel’s audience is at 60 million and doubling every six months with 3 billion+ remote commands handled every month. help us revolutionize the tv viewing experience and achieve our goal of becoming the universal controller for the internet of things. peel is driven by design and a passion for developing brilliant user experiences. we simplify complex problems, then surprise and delight. prior to starting at peel, members of the team helped create some of the best products available today, including itunes, iphoto, netflix, roku, avid, and final cut pro.we're a fun company that works hard, but understands the value of well balanced professional and personal lives. away from work, we raise wonderful young families, race cars, sail boats, play instruments, and go on adventures in outer space… well, maybe we all just dream about that last one… on the job, we come in charged and focussed on changing the industry, forever.we want to work with like-minded creative and talented people. if you want to change the world and the face of entertainment, we want to hear from you!"
395,f,"rhb recruitment ltd is a business process outsourcing company with its state-of-the-art delivery center (existing capacity of 110 positions/ seaters) in the prestigious building of nexteracom in ebene city, mauritius. rhb recruitment ltd is a tailor-made and customized portfolio of services to clients in the areas of recruitment, hr and resource management, bagatelle recruitment has a unique combination of local knowledge and global expertise. our focused and committed approach to contract staffing, interim management and permanent search and selection recruitment services, means we always supply high quality candidates to our worldwide client base..at rhb recruitment ltd, we have a highly trained workforce who are multilingual (french and english as main languages) and we enable clients to save up to 50% on costs through global economies of scale, operational efficiencies and good risk management.coming soon: (1) expanding capacity to 250 positions by october 2013, (2) setting-up offices in africa and asia, and (3) constructing a 40,000 sqft state-of-the-art building in ebene city by 2016 to provide business continuity services to clients across the globe.specialtiesrecruitment services, contract and permanent resources, staffing solutions, hr and compliance management, project resource, oracle, business intelligence, senior management, support infrastrature"
10309,f,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth."
11680,f,"our mission our mission is to create the ultimate andmost privileged shopping experience for people who have served in the armed forces, as a first responder or government employee; it’s a place for these individuals to exercise a privilege not extended to others in the marketplace, just those who have served. what we do govx is a privileged e-commerce web site where qualified members of the u.s. armed forces and those in related government agencies can shop for premium off-duty apparel, equipment and other products as well as on–duty tactical products.prospective members simply submit their registration to qualify as a member and once approved, you can begin shopping, saving and interacting on the   site.we wrap our superb customer service around a largely direct-from-manufacture purchasing system using a sophisticated, inter-connected, e-commerce platform connecting us with our shippers, manufacturers and our entire customer support team and manufacturer support team, all to deliver you prompt and select products with exclusive pricing.we are the internet’s leading destination for verified members of the armed forces, first responders and employees of various government agnecies to shop for premium tactical and off-duty products. who we are we are a group of talented, energetic and collaborative people working towards a single goal: serving those that serve with deep discoutns on premium, in-line product, unmatched customer service and a shopping experience defined by conveniece and ease of use. to do this we empower our people to think like owners and solve problems right the first time."
768,f,"  is a modern online travel agency that was founded in athens in 2005. today, our company is one of the leading online travel agencies in greece with presence inover 25 countries in europe, asia and america; offices in athens, bucharest and sao paulo."
17669,t,nan
10685,f,"somnoware is a software platform to manage sleep wellness for healthcare providers and their customers. it provides a single integrated platform for any stakeholder to use for screening, diagnosing, treating and tracking sleep health issues. we are on a mission to simplify sleep. research studies conclude that better sleep is key to better health. we believe the future of sleep wellness requires not increasingly complex and fragmented solutions but in a rather seamless platform that applies innovations found in the latest consumer technologies like itunes and facebook. founded in late 2011, somnoware is a young fast growing company based in charlotte, nc with offices in trivandrum and chennai, india. we like big thinkers with small egos who believe in our goal to revolutionize the path to better sleep health. our vision is to fundamentally change how individuals measure, track and treat sleep."
4851,f,"about jeri davis international we are distinguished by the 80+ years combined experience of our senior level consultants and associates. jdi’s hands-on experience provides an unparalleled depth and breadth of healthcare knowledge, networking capability and contacts which we bring to every assignment. jdi stands apart due to the results achieved and the confidence clients develop working with us. jdi’s 20+ year success record is at your service to: recruit top-notch executives quickly and efficiently accelerate revenue through our total solutions© revenue enhancement program© create first-rate sales teams transform sluggish sales and marketing efforts intoto “high octane” performance-driven campaigns brand and rebrand companies and product lines launch and sustain web campaigns whatever your needs, jdi can either provide you with services or refer you to those who can. call us today to plan for your next big success."
17780,t,nan
6008,f,"sek solutions is driven to be the 1 solutions provider for our customer's weapon storage, industrial storage, material handling logistics requirements. we are proud of the deep industry relationships we've developed over the years that allow us to offer our a broad selection of material handling equipment and supplies, as well as a variety of storage solutions. we are located in virginia beach, va, where our employees enjoy the family-oriented communities and diverse recreational activities this area offers. we are a hard-working team committed to delivering excellent customer service; we also know how to enjoy a little fun while we are at it. we are growing rapidly and seek self starters with integrity and a willingness to succeed. if this sounds like the perfect fit for you, we encourage you to review and apply to any of our openings listed below."
4505,f,"axonix is a global mobile advertising technology company that's powered by a platform with a 4 year history of leading the market. using technology acquired from mobclix, the world’s first rtb-enabled mobile ad exchange, axonix offers a fully transparent programmatic trading platform that enables publishers to sell their mobile advertising inventory in real-time to brands, agencies and ad networks globally. we serve billions of ads per month across more than 150+ countries, working with our 100+ demand partners globally to achieve industry-leading cpms, ctrs and fill rates. with built-in fraud detection controls and data-driven targeting options, we help advertisers to secure the optimal ad inventory that will deliver the best campaign results for them. axonix is headquartered in central london and backed by telefonica and private equity group, blackstone. our philosophy to hiring our technology serves billions of mobile ads every month, across more than 150 countries. our company is truly global in scale. we're growing so fast we need to hire the best people out there. people who thrive on fresh challenges. people who want to see their work make an impact, right away. people who demand a lot from themselves and others. we hire someone when we’re sure “there’s no better person for this job, and no better person we’d rather work with.” we know people are our most important asset. if you're exceptional at what you do, we want to hear from you. the next stage in your career could start today."
1269,f,"established on the principles that full time education is not for everyone spectrum learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles. we also are official re-sellers for the institute of recruiters/ study course professional courses in hr practice, in-house recruitment and agency recruitment it is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job. we work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career. we have great relationships with a number of national training providers to ensure we can cover any apprenticeship available."
17613,t,nan
17475,f,"enozom is a leading software development company, offering custom software development, software products, offshore software development, professional outsourcing and software consultancy"
15491,f,"populist cleaning co. is an independently owned, full-service commercial cleaning company. populist has been providing janitorial services to southeast michigan since 1980 and was founded on one simple idea: offer our customers the best possible service, quality, and value. as a growing company, we are looking for exceptional people who share our love for the customers we serve and the work we do! when you work for populist, you’ll enjoy flexible hours, a friendly atmosphere, and competitive pay. you’ll also be a part of a team that is committed to supporting your career goals. all necessary training will be provided. the ideal candidate is dedicated to providing outstanding customer service every day."
8585,t,nan
4989,f,we help teachers get safe secure jobs abroad :)
2136,t,"aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values."
8670,f,"abc supply co., inc. is the nation’s largest wholesale distributor of roofing and one of the largest distributors of siding, windows, and other exterior building products. since our start in 1982, we've grown to become a national organization with over 450 locations in 45 states. our mission is to be the biggest, best, and easiest service company distributing exterior building products. we fulfill that mission by stocking the brands and products contractors need at competitive prices, operating a state-of-the-art delivery system, and actively listening to our customers. we know that we will only be successful when our customers are successful. that’s why we make good on our promises every day."
16130,f,"eroad was established to modernise new zealand’s paper-based ruc regime and in 2009 launched the world’s first gps/cellular-based road charging system.our solution can be readily and rapidly scaled and deployed across entire jurisdictions because it requires no roadside architecture, and uses a saas-based web service. we’re now a world leader in our field and expanding rapidly as we enter new markets. joining eroad is a great career move. we look at potential when we’re hiring, and your ability to grow with the role. we employ only the best, and ensure that our staff have the skills, training and technology to do their best work. how you’ll fit in at eroad is important as well. we’re really proud of our company culture and finding people with the right attitude is just as essential as a great cv. working at eroad means learning frompeople who are experts in their field. it also means working hard – we have to, to be able to grow as fast as we need to! but we encourage a healthy work/life balance and our low staff turnover tells us we’ve probably got the balance right. we have staff from all over the globe – 25 countries at last count – and we may just have the highest rate of boat/surfboard/windsurfer ownership of any technology company, anywhere."
1411,f,"innovative data science solutions insights, pure-play. saama technologies is one of the largest pure-play business analytics and data services company in the industry. we have over 15 years of history implementing big data management solutions for global clients in industries such as life sciences, healthcare, insurance, financial services, hi-tech, media and the public sector. we serve these clients from our offices in the u.s., europe, and india. due to ourfocus, we have some of the most knowledgeable consultants and data scientists. over the past few years, we have leveraged learnings from these engagements to develop intellectual property (ip) that enables us to rapidly deploy custom analytics solutions for our clients. some of this ip includes a stack of tools for data discovery, collection and analysis, as well as enabling any sap businessobjects xcelsius dashboards for the ipad. using best practices and methodology, we have reduced the cost and time needed to implement and support sap businessobjects based analytics deployments, through our sap bi center of excellence (bi coe). these products and capabilities give our clients significant leverage over competitors in time-to-value, because we deploy bi capabilities withspeedat a lower cost. since april 2010, we have further pushed the envelope on developing unique ip around our data analytics and big data expertise.we have developed advanced analytics frameworks and solutions that truly incorporate the combination ofinnovativethinking, industry-specific requirements and big-data technology that are designed to help you get ahead of your peers in the industry. these solutions accelerate the custom development of purpose-built analytic solutions.saama solutionshave been deployed at leading organizations such as aaa, adobe, cisco, franklin templeton, genentech, novartis and synopsys in 12 to 15 weeks. focus, speed and innovation are the three pillars of our core. it defines who we are and how we bring value to our clients."
3608,t,"we have aggressive growth plans in place for the coming years. we provide a much needed service in facilitating the growth of small and medium size business with innovative financing products to their clients. we, at oak tree financing, commit our energies, intellect and knowledge to helping small and medium size business owners and entrepreneurs with extraordinary financing solutions to clients. we believe in providing the highest possible level of service and delivering superior results. we are committed to their financial well-being. with 67% of the population having no credit or bad credit our financing products have helped business owners increase their sales on average by 30%."
2563,f,"welcome to interface rehabinterface rehab provides comprehensive rehabilitation (physical, occupational speech therapy) consultation services on a long term contractual basis to the various medical settings throughoutsoutherncalifornia."
2742,f,"volunteers of america is a faith-based human services organization. we are dedicated to helping individuals and families in need create positive and lasting change through social service programs that support and empower them to live safe, healthy and productive lives."
1087,f,"we’re a group ofdesigners,developers, producers and technical toy makerswho work together to make forward thinking products and services that push innovation and utility.we are located in london and manchester , our clients include bbc worldwide, itv, thetelegraph, uktv, samsung,sony, nokia and deutsche bank and ground breaking digital startups.our passionate team will offer you the opportunity to grow and develop your skills in a talented and friendly environment."
17559,t,nan
17630,t,nan
8949,t,"aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values."
7538,f,"magmic is a leading developer and publisher of mobile social games and entertainment. we publish a full range of content, from original titles including ka-glom, and texas hold’em king to top licensed content from brand name entertainment publishers like mattel, disney, and rubik’s cube. we have led the mobile entertainment revolution since 2002, and currently ship products to all major app stores including; itunes app store, blackberry world, google play, amazon app store and various carrier decks. privately owned, magmic is located in ottawa, canada in the heart of the byward market."
17650,t,nan
9736,f,we help teachers get safe secure jobs abroad :)
17399,t,nan
17615,t,nan
1995,t,nan
16288,f,"we provide full time permanent positions for many medium to large us companies. we are interested in finding/recruiting high quality candidates in it, engineering, manufacturing and other highly technical and non-technical jobs."
7118,f,"want to be part of a nz success story that’s going places? want to have a hand in developing products that you’ll be proud of? we are a driven and ambitious technology business with a vision to deliver revolutionary transactional and self service products that make people wonder how they ever lived without them. designed in new zealand and exported across the world, our products have an enviable history of delivering smart and robust technology solutions to the oil and gas retail sector. we have developed many first-in-world products and we are embarking on our next strategic horizon - so we have exciting and challenging times ahead! types of roles we recruit for; embedded and application engineers mechanical, hardware and production engineers software developers (particularly java dev’s with payments experience) product architects qa compliance (including test analysts / test engineers) project managers (software and hardware) solutions consultants (business analysts) plus much much more we believe in the importance of living and breathing our company values; we’re passionate, we do what we say, we’re straight up, we’re creative, we’re team players, we’re all about quality, we make it win-win and people matter to us."
7001,f,"ready to let your star shine? discover the career you’ve been dreaming about at avastars where… the star inside is you! at avastars, we’re dedicated to making dreams come true and creating entertainment retail that is highly personalized and aspirational. we’re currently looking for “a” players to capitalize on this once in a lifetime opportunity. our senior leadership team is known for the success of mattel, pokemon, build-a-bear workshop, leapfrog and waterbabies. join us by getting in on the “ground floor” in the development and implementation of the “next big thing” destined to change the face of retail and the way children play. avastars is an equal opportunity employer committed to providing a diverse environment.  "
14355,f,"lkm search solutions is an executive search firm that cares about your future. we work hard to find the position that is right for you. where ever and what ever you want to do with your career, we're here to help. we specialize in legal professionals and it professionals."
5187,f,"campus concepts we areanational sports marketingfirm with national headquarters located in los angeles, ca. campuses from coast to coast who are in need of our company’s services including obtaining sponsorships forthemanufacturing of their campuses sports calendars, book covers folders. through many years of professionalism, we are proud to say that we have created an undisputed win-win-win situation."
7019,t,nan
3539,f,"established on the principles that full time education is not for everyone spectrum learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles. we also are official re-sellers for the institute of recruiters/ study course professional courses in hr practice, in-house recruitment and agency recruitment it is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job. we work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career. we have great relationships with a number of national training providers to ensure we can cover any apprenticeship available."
17671,t,nan
12620,f,"de novo group is a non-profit organization based out of berkeley and backed by google and federal grants. we turn cutting-edge research into sustainable solutions to impact developing communities in the us and abroad, and to expand human rights in oppressive regimes. we are a small and nimble multi-disciplinary team and operate like a typical startup. our office is located on the beautiful uc berkeley campus but we are also flexible and mostly work remotely from home or the friendly neighborhood cafe."
16622,f,"lei home enhancements, is an ohio based company that has been installing windows, siding, doors and decks in homes throughout the tri-state, dayton, indianapolis and columbus for over seven years. with pride in our work, honesty and integrity in our professionalism and a companywide dedication to customer satisfaction, we offer a wide range of remodeling services to homeowners. whether your project is large or small, we understand the trust and confidence each customer places in our skilled hands. that's why we use only superior quality products and exceptional craftsmanship to achieve long-lasting beauty, performance and value for your home. we take every measure to carefully ensure our craftsman are properly trained in all phases of home improvement. likewise, our sales staff and customer service representatives draw upon their years of experience for quality installations. from day one, we will welcome any questions and concerns you may have during the renovation process. it is our goal to provide you with beautiful and practical home improvements that will stand the test of time, along with the peace of mind that you have made an excellent selection for your home."
8454,f,"european dynamics ( ) is a leading european software, information and communication technologies company, operating internationally (athens, brussels, luxembourg, copenhagen, berlin, rome, stockholm, london, nicosia, helsinki, valetta, etc). the company employs over 600 engineers and it experts. we design and develop software applications using integrated, state-of-the-art technology. our current it and telecoms projects have a value exceeding 250 million euro. european dynamics is a renowned supplier of it services to european union institutions, international organizations, european agencies and national government administrations all over europe."
15187,f,"we provide full time permanent positions for many medium to large us companies. we are interested in finding/recruiting high quality candidates in it, engineering, manufacturing and other highly technical and non-technical jobs."
14682,f,"valor services provides workforce solutions that meet the needs of companies across the private sector, with a special focus on the oil gas industry. valor services will be involved with you throughout every step of the hiring process and remain in contact with you all the way through the final step of signing of the employment contract with your new employer. valor services was founded with the vision of employing the unique skills, experiences, and qualities of america’s finest veterans to provide private sector companies with precise and concerted value-added services – and america’s finest veterans with an optimized career opportunity. we are eager to get the word out to veterans that there are ample opportunities for employment in the private sector and that you are the ideal candidates to fill those positions. valor services your success is our mission.™ "
11754,t,"staffing recruiting done right for the oil energy industry! represented candidates are automatically granted the following perks: expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases significant signing bonus by refined resources (in addition to any potential signing bonuses our client companies offer) 1 year access to anyperk: significant corporate discounts on cell phones, event tickets, house cleaning and everything inbetween. you'll save thousands on daily expenditures professional relocation services for out of town candidates * all candidates are encouraged to participate in our referral bonus program ranging anywhere from $500 - $1,000 for all successfully hired candidates... referred directly to the refined resources team please submit referrals via online referral form thank you and we look forward to working with you soon! [ click to enlarge image ]"
4354,t,nan
7852,f,"ogilvyone worldwide, athens was established in 1987. the company provides digital, crm and promotional services to greek and international clients. ogilvyone athens has been named bothdigital and direct agency of the yearin greece for 2012 and for 2013. during the last 6 years, it has been the most awarded agency for each year, at greece's annual advertising awards, winning more than 200""ermis awards"", including 14 grand ermis. the agency's work, has also won awards for its results, including 4effie awards hellas. ogilvyone athens is the most awarded greek agency abroad, winninginternational awards atcannes lions,clio awards,one show entertainment,thelondon international awards, thenew york festivalsand iab'smixx awards."
8027,t,nan
17713,t,nan
6688,t,nan
9834,t,"  and aptitude staffing solutions have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model. our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture! please direct all communications throughout this process to the hr department at aptitude staffing solutions email_0c020555b4dbc1c1e03d03c46cc181bcfde81bf5b20fea95d1bc7dc64c79814c darren lawson | vp of recruiting | email_f4da338e899ddba983ac771b001681d1d2d93b3327ddc420a15f4e5a310071a9| phone_90d33c9d7ec1484aebfe37b153d677decc6f5f53b316489ed24061544c04eb66 "
7156,f,"we’re always looking for highly motivated “founder-types” to join us as we grow. here’s what you need to know. our core values: every member of our team brings something unique to the table, but we share the same values: use your intelligence without arrogance take initiative, and execute tenaciously put the team’s needs above your own respect customers, partners, investors, and co-workers focus on results, but never compromise on quality live to learn, and share what you discover be honest, be transparent, and be good never, ever give up! things to consider: 1. we are hiring for entrepreneurial positions, at an entrepreneurial company. this means you’ll need to be resourceful and creative, while also following the processes that will allow us to scale quickly. 2. we hire for culture and greatness. we are looking for well-rounded people who are willing to commit wholeheartedly to our cause for the next couple of years and grow alongside the company. 3. this is a massive opportunity for the right person. startup life can be a rollercoaster, but we are led by a team of experienced entrepreneurs who have built and sold multiple companies. the opportunity for upward mobility at the mobile majorityis tremendous, but only if you’re willing to put forth the effort. culture and benefits: it’s no secret that we work hard, but we also strive to create an office environment where the lines between work and play are blurred. this means we offer great perks, to help keep our team healthy, productive, and happy: full medical, dental, and chiropractic coverage – even acupuncture. daily company lunches catered in – plus snacks and drinks for days! frequent team bonding events and company outings (including the occasional beach day!) unlimited paid vacation time – because we trust you to hold yourself accountable. gym membership with access to facilities all over la. flexible work hours – we know 9am isn’t for everyone. stock options – if you’ve been with us for a year or more, we want you to experience the pride and rewards of ownership. a referral bonus program. last, but definitely not least – dogs in the office! bring your own furry friend, or feel free to cuddle with one of the the mobile majoritypups. "
17813,t,"gary cartwright established cartwright property management in 2007 to help manage the hoas that were created when his development company would develop a residential or multi-family community. he has developed numerous single-family, duplex, townhome and apartment communities.gary is a general contractor holding an unlimited building license and he is a licensed real estate agent in north carolina. gary is also a partner in a sister real estate company. his experience as a builder, developer, and real estate sales company owner will be beneficial in assisting his rental and hoa clients in managing their rentals and hoa communities."
2191,t,nan
16318,f,"space ape games is an award winning mobile/social gaming startup founded in 2012. we’re a small, high-performing team with big aspirations to make the highest quality and most successful games on your smart phone and tablet. we believe that the trait nearly all of the most successful games on mobile and tablet have in common is that they were made by talented teams with lots of experience working together. there are tens of thousands of app developers, but only a handful of really good, really experienced, well gelled teams out there. accordingly, everyone on our team is an “a-player” with deep gaming experience. we are some of the key guys and gals behind the biggest games on facebook and on the internet. our team is behind a 1 game on facebook, two2 games on facebook, and one of the biggest virtual worlds for kids on the planet.and now with samurai siege we have a us top 50 grossing app (top 10 in some countries) played by more than 7m people in it’s first few months since launch. we love great tech. not for its own sake but because we make games for big audiences and that means it’s got to work all the time.because we are in a competitive space and that means we need to be fast and efficient.we are serious about sprint management. it’s good for our game, and keeps us focused. we are a creative company tempered by great analytics.smart analytics can make a good game even better.but we think analytics alone makes soulless products. why choose just one?"
17691,t,nan
4588,f,"we are a startup digital agency that is “helping companies make money online” by specializing in adwords, analytics and a/b testing. we are looking for really ambitious people that will be part of our team aiming to provide world-class analytics and advertising services. we are really proud for the clients that we serve such as piraeus bank,  , google hellas, pizza fan, singular logic, tsakiris chips, gianna kazakou and high-potential startup companies suchs as workable,  , nannuka and intale."
3143,f,"if you’re looking to start a career at a fast-paced, innovative company with tons of opportunity, then look no further than ecommhub. we are one of the fastest growing companies in atlanta and are always looking for motivated and talented individuals to join our team. we are a venture-backed company including $3mm in investment from top-tier investors like sig mosley, sigma prime, and ups. we are located in the heart of midtown atlanta, with our office being in prime walking distance (don't worry, we have parking!) to many local venues, bars, and eateries (we're near the fox theatre and georgia tech). working at an early-stage company like ecommhub as we go through our growth phase is a rare opportuntity that not many people get to experience in their careers. you will get exposure to the different areas of the busineses from sales, support, engineering, marketing, and more. we strongly believe in each person having ownership of their area and integrity is the backbone of our culture. if there's one thing we can guarantee, it's that you will not find a better learning experience anywhere else (and it will be the ride of your life). if that's not enough, check out our excessive benefits: competitive salary with stock option packages healthcare coverage and insurance options (health, vision, and dental) short-term and long-term disability premiums (not every company does this) 401(k) program an allowance for gear you need to be productive (e.g. macbook pro, huge monitor) catered lunches once a week paid vacation and flexible working hours gym membership allowance company sponsored tech talks and happy hours opportunity to meet the best advisors and mentors in the industry "
15146,f,"we provide full time permanent positions for many medium to large us companies. we are interested in finding/recruiting high quality candidates in it, engineering, manufacturing and other highly technical and non-technical jobs."
2345,f,"stack exchange is a fast-growing network of over 100 question and answer sites on diverse topics from computer programming to photography and gaming. our primary qa site is stack overflow, the world's largest online community of computer programmers.stack overﬂow hosts a hiring platform; stack overflow careers which helps users connect with top employers all around the world to ﬁnd new programming opportunities. why work here? simple, we’re a group of people who are trying to make the internet a better place. we are building an incredible team and we work hard to make sure every new hire is the best fit possible. you should work in the best environment, with the smartest people, doing challenging and different things everyday. you'll be happiest if you receive stock options, free lunches, and top-notch benefits, so we'll give you those things too. in fact, we'll give youwhatever you needto get your job done."
17602,t,nan
2052,f,"dealdash oyj’s fun exciting shopping platform, described as the fair honest alternative to traditional penny auctions, is used by more than 4,000,000+ us shoppers. the company’s unique business model has allowed it to form strong partnerships with the world’s leading retailer companies like walmart and sears, who are today using the dealdash platform to move their excess inventory. founded in 2009, the company is one of finland’s fastest growing e-commerce companies (kauppalehti kasvajat award 2013), having quickly grown from zero to 40m+ eur revenue, 100% from the us market. in 2013, dealdash was awarded finland’s ernst young entrepreneur of the year award and has officially been recognized by both tem and president sauli niinistö for its contributions to the finnish economy. the dealdash team is made up of highly-motivated, analytical and entrepreneurial professionals who work collaboratively to provide top-notch recreational shopping experiences for our customers. we challenge each other in an open and candid environment, no matter what our job title is, so that we may all grow and improve together. as the company grows, we believe we must grow at the same pace or faster to stay relevant in our positions. that means we need to invest in our team members’ development. you must share the desire to constantly develop yourself by reading, researching and asking for feedback from peers, and encourage your teams to do the same."
9842,t,"  and aptitude staffing solutions have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model. our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture! please direct all communications throughout this process to the hr department at aptitude staffing solutions email_0c020555b4dbc1c1e03d03c46cc181bcfde81bf5b20fea95d1bc7dc64c79814c darren lawson | vp of recruiting | email_f4da338e899ddba983ac771b001681d1d2d93b3327ddc420a15f4e5a310071a9| phone_90d33c9d7ec1484aebfe37b153d677decc6f5f53b316489ed24061544c04eb66 "
