fraudulent,company_profile
f,nann
f,"visahq hires a diverse and internationally minded staff of professional and reliable employees who are dedicated to breaking through the many bureaucratic barriers imposed on international travelers. they know their way past these hurdles not only from professional training programs and effective management, but through a wealth of personal and shared experience. in short, the company and its dependents hold themselves to the highest standards of professionalism, dedication, and respect."
f,"eroad was established to modernise new zealand’s paper-based ruc regime and in 2009 launched the world’s first gps/cellular-based road charging system.our solution can be readily and rapidly scaled and deployed across entire jurisdictions because it requires no roadside architecture, and uses a saas-based web service. we’re now a world leader in our field and expanding rapidly as we enter new markets. joining eroad is a great career move. we look at potential when we’re hiring, and your ability to grow with the role. we employ only the best, and ensure that our staff have the skills, training and technology to do their best work. how you’ll fit in at eroad is important as well. we’re really proud of our company culture and finding people with the right attitude is just as essential as a great cv. working at eroad means learning frompeople who are experts in their field. it also means working hard – we have to, to be able to grow as fast as we need to! but we encourage a healthy work/life balance and our low staff turnover tells us we’ve probably got the balance right. we have staff from all over the globe – 25 countries at last count – and we may just have the highest rate of boat/surfboard/windsurfer ownership of any technology company, anywhere."
f,nann
f,"proficio mortgage is a rapidly growing mortgage lender that cares about both our clients, and our team members. proficio is a wholly-owned subsidiary of proficio bank. as a national mortgage lender, our branches are exempt or authorized to lend is 49 states and the district of columbia.our goal is to make the loan process as simple and worry-free as possible. we pride ourselves in offering the highest level of customer service to our clients. here at proficio we believe in a culture that allows every individual to succeed to the highest level of their abilities. then, we will train your abilities to go even higher. proficio has a top-notch training program that quickly ramps your career up faster than any other company out there. this is an opportunity not to just have a job, but to love what you do. we are in need for future leaders because of our rapidly expanding growth. the atmosphere here is electric. we hire people that want to work hard, and enjoy what they do! we believe that it’s important for every one of our team members to have a balanced life. if this sounds like a place you would want to wake up and come to every day for years to come then start your future career today!"
f,"brosa is a transformative lifestyle brand with an ambitious objective: to offer designer furniture at accessible price points. how do we do this? we engage directly with consumers across australia and are able to offer premium-quality, fresh designs for up to 70% off regular showroom prices. no expensive showrooms, no middlemen agents, no oversized warehouses. all this leads allows us to bring great designs direct from the makers to consumers homes at accessible prices. founded by a team of experienced entrepreneurs and funded by the university of melbourne, we're a fast-paced startup with a dynamic environment."
f,"our mission we are revolutionizing how the world's data is stored, computed, and visualized. we provide domain experts with flexible tools that allow them to explore their data and maximize the impact of their insights. we help empower work-groups and businesses by recognizing that data analysis is a collaborative, exploratory activity. our vision we provide open technologies for data integration on a massive scale, based on our vision of a structured, universal ""data web"". in the same way that url, html, and http form the basis of the world wide web for documents, our technologies are becomming the fabric for structured and numerical data and are spearheading innovations in data management, analytics, and distributed computation. our areas of focus our company provides software tools, training, and integration/consulting services to corporate, government, and educational clients worldwide. areas of expertise include finance, statistical inference, geophysics, business and marketing analytics, and the growing category of data science. our background headquartered in austin, texas with offices in new york city, castelló, spain and vancouver, british columbia, our lead developers hold advanced degrees in a variety of fields and have decades of combined development experience solving complex, real-world problems. we have focused on large-scale distributed computing, array-oriented programming frameworks, scientific computing and algorithm development, and graphics and interactive data visualization.learn more about our development team. our commitment to open source our developers are key figures behindnumpy,scipy,pytables, sympy, andchaco. we are also driving the development around forward-facing open-source projects such as conda,numba,bokeh, blaze, and the growing pydata ecosystem. we seek to employ as many open-source developers as we can while still providing valuable services and technology products to the market.read more about our views on open source"
f,nann
f,"from the lands of can do, roll our sleeves up and get it done, we create and solve things previously unimaginable. we’re revolutionizing the it industry with a platform that provides unprecedented control over all service layers in an organization. we also transform the way people experience enterprise software — they’ll accomplish more each day and enjoy using our platform as part of their daily lives. this sounds massively ambitious and tough because it is. we’re a small team that doesn’t shy away from hard problems and we need more big thinkers and self-starters like you. if you want to be at the forefront of innovation, join us at apcera and shine."
f,"nubank is an early stage, technology-driven financial services startup funded by sequoia capital and kaszek ventures. we are building a truly global and diverse team, with people who are in the top of their areas of expertise for every position we hire, to set the new standard in financial services in brazil. we see a significant opportunity in the credit card market in brazil as it is currently commoditized and extremely inefficient, and therefore our first product is a credit card controlled by a mobile app, that also provides our customers full control of their finances on their mobile phones. we are based in são paulo, brazil."
f,"consumertrack is a technology-centric internet marketing company built on a culture of excellence. we are the preferred digital advertiser for premium financial brands such as american express, discover, allstate and equifax. through our 1600+ websites, we set the vision and the strategy for our clients to reach and connect with their target audience. at consumertrack, we pride ourselves in having a team that exudes leadership, high initiative, creativity, and passion. by joining our team, you will have the opportunity to maximize your job performance and satisfaction with a company that is constantly growing. we are committed to recruit, retain, and promote employees with a diversity of backgrounds and life experiences. we believe such diversity fosters growth and innovation, ensuring we remain an industry leader. we’re currently looking for energetic, driven and entrepreneurial trendsetters for all areas of the   you’re looking to advance your career and become a part of our team, we invite you to apply for our open positions."
f,"the beans group is a media company that exists to empower young people to thrive. we have been on an exponential growth spurt since our inception as   in 2005 and in 2013 we won digital business of the year. the beans group owns two brands: student beans, our youth media brand, strives to make life a little more awesome; and voxburner, our youth insights consultancy, helps young people to be understood. we have created a business we are passionate about and really proud of. to continue to grow we need brilliant people who inspire and deliver change all around them - that's why we're looking for talented, ambitious and creative folks to come and join us."
t,nann
f,"when it comes to know-how and networking for it pros, web savvies and project managers, software support media groupis one of the most comprehensive providers of services. its unique media competence for expanding technology markets has made it a leading source of information in the it branch. ss media’s business units include print, conferences and trainings, as well as one of germany’s largest online networks. among its renowned partners and clients are companies such as microsoft, sap, oracle, adobe, intel and accenture. the software support media group has offices in berlin, frankfurt, potsdam, london and san francisco."
f,nann
f,"praxis life sciences is a dynamic project management and consultancy practice servicing the life sciences industry. praxis drives business improvement at pharmaceutical, medical device, and related companies through unique methods and knowledge applied by experienced, dedicated experts. praxis is known in the industry for successfully navigating the demands and complexities of a changing regulatory marketplace. we specialize in helping businesses operate at maximum potential."
f,"babbel enables anyone to learn languages in an easy and interactive way. the learning system offers 13 languages, from english to indonesian. users with and without previous knowledge can access grammar and thematic courses as well as vocabulary, writing and listening comprehension exercises online and on the go. in addition to the full courses for web, ios and android, there are also vocabulary trainer apps for windows 8 and the kindle fire. babbel is operated by lesson nine gmbh in berlin. the company was founded in august 2007 and now has approximately 250 employees and freelancers and is opening an office in new york city (lower east side)."
f,"lei home enhancements, is an ohio based company that has been installing windows, siding, doors and decks in homes throughout the tri-state, dayton, indianapolis and columbus for over seven years. with pride in our work, honesty and integrity in our professionalism and a companywide dedication to customer satisfaction, we offer a wide range of remodeling services to homeowners. whether your project is large or small, we understand the trust and confidence each customer places in our skilled hands. that's why we use only superior quality products and exceptional craftsmanship to achieve long-lasting beauty, performance and value for your home. we take every measure to carefully ensure our craftsman are properly trained in all phases of home improvement. likewise, our sales staff and customer service representatives draw upon their years of experience for quality installations. from day one, we will welcome any questions and concerns you may have during the renovation process. it is our goal to provide you with beautiful and practical home improvements that will stand the test of time, along with the peace of mind that you have made an excellent selection for your home."
f,"dice gets fans the best tickets at face value with no booking fees. we're based in shoreditch, london and 100% mobile so we're driven to transform ticketing globally. we're fully funded by successful entrepreneurs from music, consumer and technology - all very well known. dice is currently only for londoners but expanding to other cities soon. it's an exciting time to join and if can't see a role here right now for you email email_f1ba6a31a1a8d33d113e24df320a8276792ed6ae6dd1dda3078b91d41c1164d3. you can download dice at  "
f,"we provide full time permanent positions for many medium to large us companies. we are interested in finding/recruiting high quality candidates in it, engineering, manufacturing and other highly technical and non-technical jobs."
f,"joist is a platform for trades contractors that allows them to estimate, invoice, accept payments, much more!"
f,"declarais focused on bringing data to life. our technology platform uses machine learning, search, algorithms and recommendations to develop learning paths for individuals, making learning a constant discovery.learning isn't just our product, it's what we do everyday. work with a small focused team. you'll push and be pushed. tackle the toughest technical challenges as you create products that can transform organizations across the globe. do something meaningful. we're changing how the world nurtures and develops talent. we are located inpaloalto, boise and mexico."
f,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth."
f,"adthena is the uk’s leading competitive intelligence service for google search advertisers. adthena is loved by major brands and digital agencies alike and provides a great opportunity to work in the high growth adtech space. our patent-pending technologies provide unparalleled accuracy for clients to understand their competitors’ keywords, budgets, spend, cpcs, adcopy and more. we're profitable, fast growing and love what we do."
f,"import•io was founded in 2012 by david white (ceo), andrew fogg (cdo) and matt painter (cto) with a unique vision: to make the power of data available to everyone. headquartered in both london and san francisco, we employ a diverse team of individuals who are excited about bringing structure to the web and making web data more accessible."
f,nann
f,nann
f,want to build a 21st century financial service? we're convinced that that there is a need for innovation in financial services and that current banks will not be the ones providing this.instead this innovation will come from companies like transferwise and we're on a hunt for great minds who think like we do.
t,nann
f,nann
f,nann
f,"we’re a user experience design consultancy based in dublin, ireland, with an impressive list of international clients. our talented teams of designers, researchers, content strategists and developers build great digital experiences that deliver real results for business. we hire talented people with great ideas and the skill and passion to make them real.everyone who works here has the opportunity to contribute to the growth and culture of the company, and we do all we can to help our people learn, grow and enjoy their job. we think of ourselves as one of the best little companies in ireland (or anywhere)."
f,"έχουμε έναν και μοναδικό σκοπό. to νowdoctor να γίνει το μεγαλύτερο site εύρεσης γιατρών και επαγγελματιών υγείας στην ελλάδα με βάση α) την γεωγραφική περιοχή, β) την ειδικότητα και γ) τα συνεργαζόμενα ασφαλιστικά ταμεία. τέλος στις ατελείωτες ουρές, την ταλαιπωρία και την αναμονή. τώρα υπάρχει το νurl_353b96566738e072ab2f50d7f5c1c286d5034e659fa7bb5d2c6793aa20121924! αναζητήστε γιατρό, διαβάστε πληροφορίες και τα τελευταία νέα του κλάδου τους, δείτε βίντεο και φωτογραφίες με ότι τελευταίο για την επιστήμη τους και κλείστε online ραντεβού 24/7 με ένα μόνο κλικ, από την οθόνη του υπολογιστή σας!"
f,"electus believes in long-term relationships with our candidates. we provide a combination of recruiting expertise, data, and industry experience to help you find an ideal match for your current skills and future aspirations. our close working relationships with our clients allow us to offer you opportunities not available to the general public. as a job seeker, when you are dealing with electus recruiting, you are dealing with a reputable recruitment firm that only hires intelligent, knowledgeable and dedicated recruiters whose job it is to assist you in furthering your career ambitions.our recruiters take every measure possible to put job seeker concerns before profitability. we are very careful about the clients whom we take on.we preach open communication and take every step available to make the interviewing, negotiation and job offer process fast, simple and lucrative."
f,"from the lands of can do, roll our sleeves up and get it done, we create and solve things previously unimaginable. we’re revolutionizing the it industry with a platform that provides unprecedented control over all service layers in an organization. we also transform the way people experience enterprise software — they’ll accomplish more each day and enjoy using our platform as part of their daily lives. this sounds massively ambitious and tough because it is. we’re a small team that doesn’t shy away from hard problems and we need more big thinkers and self-starters like you. if you want to be at the forefront of innovation, join us at apcera and shine."
f,"situated on a spacious, leafy campus with impressive facilities, sji international elementary school is an independent co-educational lasallian international day-school for children aged 4 – 12 years. now in its seventh year, the school has grown steadily to 650 children and enjoys a strong reputation for a nurturing and dynamic education. we are committed to developing each child’s full potential within an involved and internationally minded community. we use the virtues project, international primary curriculum, singapore maths and daily mandarin together to make a unique and rewarding curriculum for our children. for more information please view our website."
f,"logisense corporation is a well-established software company with rapidly growing business in telecommunications, hosted communications, machine-to-machine (m2m), and wholesale billing / oss markets. as a leading provider of billing and oss software and solutions, we are well positioned to capitalize on the ever-increasing need to automate, accelerate and regulate ip networks. we are always looking for proactive, skilled people who share a passion for thought leadership, domain expertise and excellent customer service to join our growing team. if you believe you can contribute to the growth and success of logisense but you don't see a suitable position below, we encourage you to submit your resume anyway. we’re always looking for exceptionally talented people."
f,"at atlas lift tech, safety always comes first! we are a fast growing company with an innovative vision of making safe patient handling and mobility (sphm) programs available to hospitals systems nationwide. atlas is the first company offering safe patient handling and care staff training programs that protect healthcare workers and patients from the dangers of manual patient handling. our unique team brings together bedside training, education, and program management to empower care givers to reduce workplace injuries, improve patient care, and create a culture of safety."
f,"ripple is the humans first® it company. companies partner with us to take care of thier it so people can get more work done. we are focused on making people's lives better - both customers lives and ripplers lives. ripple is a results-only work environment (rowe), and we offer an amazingly free workplace where every person is an ass-kicker."
f,"ahoy there adventurer! join us aboard the good ship locish as we bravely steer our beloved vessel across the ocean of ambition, and navigate the high seas of start-up culture… locishis a mobile app that helps its users disovover new places, join discussions around them and share their stories. so…what you waiting for? see how shipshape we are right now at   "
f,"η πρώτη στεγασμένη αγορά παραγωγών με παντοπωλείο και e-shop! σας περιμένουμε στο φυσικό μας κατάστημα 23ο χλμ. αθηνών-λαμίας, χίου 1 στο κρυονέρι"
f,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth."
f,"conversocial is a social customer service software tool for facebook and twitter, used by companies including sephora, groupon, tesco, net a porter, mcdonalds and more. we help our customers deliver great customer service through social channels by enabling them find and respond to real issues faster and more effectively - decreasing negative sentiment and the risk of social media disasters whilst saving time and giving greater customer insight."
f,"social care alba is the highest graded care at home company in the country. we hold awards in investors in people, healthy working lives and positive about disability. we are proud of our unique team of professionals who deliver outstanding individual support. our team bring so much to our business; it's only fair we bring the same energy and dedication to developing their careers in return. it's all part of our commitment to quality in everything we do. we are proud to lead the field in professional care at home provision. whether you're a personal assistant, a social worker, nurse or one of the many other roles we have on offer, we'll support your growth at every stage of your career"
f,"we’re on a mission to create europe’s go-to brand for fashion jewellery. somewhere fashion forward women can discover buy extraordinary, hard to find jewellery from the most exciting inspirational designers from across the world. jewellery that allows them to show off their style and individuality. jewellery that makes people go “wow, where’d you get that”. we have a passion for fashion believe jewellery can change outfits and outlooks."
f,"market logic is changing the way the world's largest companies run their market research and marketing functions. we are doing this by providing a unique saas-solution to capture all information about customers, markets, brands and competition and funelling the relevant knowledge to inform and inspire marketing decisions from innovation to activation. we believe that a systematic approach to integrate and use existing knowledge will dramatically improve the effectiveness of the hundreds of billions dollars spent on marketing each and every year across all industries, from consumer goods to pharmaceuticals. we are a venture-capital financed company with an experienced team of management executives who have a proven track record of delivering award-winning software solutions for enterprise customers. seasoned operational executives,including robert hoog (former ceo of ixos software) and arno bohn (former ceo of porsche),support us on the supervisory board. we advance our vision for a new way of doing marketing together with thought leaders from both the academic and professional side, including prof. dr. dr. meffert (marketing centrum münster) and prof. dr. schroiff (former corporate vp of market research at henkel). market logic offers a dynamic, fun and enjoyable work environment, located in central berlin - just a block away from kurfürstendamm. we are working with the latest and greatest technologies on engineering and ux challenges to deliver a truly innovative, scalable enterprise software that will alter the way an entire industry works."
f,"delivering superior customer services for over 10 years, ibex global is a business process outsourcer offering an integrated suite of services that supports an expansive array of customer facing solutions. headquartered in washington, dc. ibex global delivers onshore, near shore and offshore solutions in 5 countries, across 18 call centers employing over 9000+ customer service professionals. the recipient of several client and community awards such as the goodwill industries employer of the year, ibex global is one of the most forward thinking companies in the bpo industry."
f,"bcv is the premier full-service social media provider in the hospitality industry. our social media experts have developed proprietary services, methodologies, and tools to continually create significant value for clients. we are the only provider with the capacity to monitor the social space and manage potential crises 24 hours a day, 7 days a week. our comprehensive management services are supported by a robust arsenal of cutting-edge tools and analytics designed to drive traffic, increase sales, create unforgettable experiences for guests, and mitigate negative customer experiences."
f,nann
f,"we are a digital creative studio focused on ux ui design. we build delightful websites and applications with wordpress and ruby on rails. careers we are looking for people to join our team of passionate designers and talented engineers. we are based in milan (italy), in talent garden “passion working space”. "
f,"network closing serviceshas been serving lenders, real estate consumers, and professionals since 1999. we provide courteous professional services, speedy title searches, and timely disbursements. dynamic flexibility is key to our success. your satisfaction, as our client, is important. we are here to assist you and ensure a efficient, cohesive transaction. our experienced settlement officers and attorneys will travel anywhere in the country, day or night, to perform a closing. our staff is committed to providing our customers a level of service that is unparalleled in the title industry. today's competitive market requires more than dedication and experience. it requires proven expertise, irrepressible vision and tightly orchestrated teamwork.network closing servicesincorporates these essential qualities into every facet of every service we offer. we successfully deliver innovative, high-volume, regional closing services. for resume review, email to email_bbbab0052922a3a922939af2180ff4d9f034ba04634bd573870818da62a0d151or call office: phone_113b1bd5d3e5e087c3480c458e2ef299fd3a272612224463899e65ab2fe73995 x7141 cell: phone_c3853c0e034b798989b048d3a55a28d03177bfde5db40af1c435f6fa5a867868"
f,"established on the principles that full time education is not for everyone spectrum learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles. we also are official re-sellers for the institute of recruiters/ study course professional courses in hr practice, in-house recruitment and agency recruitment it is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job. we work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career. we have great relationships with a number of national training providers to ensure we can cover any apprenticeship available."
f,"rhodecode provides the leading source code management solution for enterprises.we are powering the world`s largest organizations, who depend on our products to make their software development process more flexible, collaborative, productive secure. every day millions of developers, project managers and qa engineers are using our innovative software which plays a central role in their work life. our company core values are about questioning the existing, being open delivering just the absolutely outstanding. everyone who is with us is an expert in his/her field of expertise, works in a small team of other gifted a-players and helps to achieve the team's mission. everyone takes full responsibility for his/her work, is treated with respect and management is just there to remove blockers. no committees, no micromanagement, just the focus on delivering the outstanding. help us to make the world better for millions of people. have a real impact. apply today! "
f,nann
f,nann
f,"established on the principles that full time education is not for everyone spectrum learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles. we also are official re-sellers for the institute of recruiters/ study course professional courses in hr practice, in-house recruitment and agency recruitment it is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job. we work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career. we have great relationships with a number of national training providers to ensure we can cover any apprenticeship available."
f,"the realreal is changing the way people buy and sell luxury items. the leader in luxury resale, the company is a full service retailer offering customers authenticated, pre-owned, designer brands including chanel, hermes, louis vuitton , gucci and cartier, all at up to 90% off original retail. the realreal takes possession of all items prior to sale in order for its merchandising team, authentication specialists and skilled gemologists to evaluate each item. the company also offers buyers merchandise returns, with an in-house customer service team available to answer specific product questions."
f,nann
f,tel tech networks is a voice/data/video/security systems contractor operating primarily in the southwestern united states. we are a telecommunications firm dedicated to exceeding costumer expectations through critical infrastructure installation and leading technology integration
f, 
f,nann
f,"about ads security – our proud history in the security industry headquartered in nashville, tennessee, ads security (ads) is ranked the 26thlargest electronic security firm in the nation according to the annual top 100 rankings compiled by security distributing marketing (sdm), a leading industry publication. ads has ranked in sdm's prestigious top 100 for more than 20 consecutive years. ads was established in 1990 and currently serves over 70,000 businesses, industrial facilities and residences throughout the southeastern united states. ads provides a full range of burglar and fire alarms, as well as video surveillance, access control and automation systems. ads security is the only security installation company to operate a ul-listed1, csaa2five diamond monitoring centerin middle tennessee. each monitoring center operator at ads has earned the five diamond central station certificate, the highest training certification available in the industry. 1underwriters laboratories2central station alarm association"
f,"dp connect is a specialist it and communications recruitment consultancy, placing contract and permanent ict candidates across all the main technologies, platforms and disciplines. coverage is uk wide and further extends to mainland europe. • dp connect has over 20 years recruitment experience • large network of highly skilled and sought after candidates, many of whom use me exclusively to secure their positions. • long term relationships with a great number of sme's and large blue chip organisations, many of whom use me exclusively to recruit."
f,nann
f,nann
f,"abc supply co., inc. is the nation’s largest wholesale distributor of roofing and one of the largest distributors of siding, windows, and other exterior building products. since our start in 1982, we've grown to become a national organization with over 450 locations in 45 states. our mission is to be the biggest, best, and easiest service company distributing exterior building products. we fulfill that mission by stocking the brands and products contractors need at competitive prices, operating a state-of-the-art delivery system, and actively listening to our customers. we know that we will only be successful when our customers are successful. that’s why we make good on our promises every day."
f,"sportpointme is a new start up that was born during the startupweekend in athens in 2013. we got positive comments and feedback and we are determined to move forward. to turn our idea into practice: a new innovative mobile app. the core element of the idea is to build an innovative mobile app for sport fans and fullfil their need to show their passion for sports and benefit from it. fans can be informed about sports, get rewards, discounts, and be appreciated among a sports community!!! we need your help to make it flourish. passion should be your characteristic. team spirit is a necessity. if you like experimenting with new technologies and trends, you are welcome!!!"
f,"established on the principles that full time education is not for everyone spectrum learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles. we also are official re-sellers for the institute of recruiters/ study course professional courses in hr practice, in-house recruitment and agency recruitment it is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job. we work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career. we have great relationships with a number of national training providers to ensure we can cover any apprenticeship available."
f,"at cedexis, we’re passionate about solutions for a faster web and we need people to bring our message to the world. the internet can be a messy place. cedexis makes it much easier for companies to evaluate and make decisions on how they serve content to their customers. today, over 250 media, retail, luxury and consumer brands count on cedexis for 100% availability, optimal web performance, flexibility and choice that drives traffic and revenue at lower cost and risk. our customers include mozilla, microsoft, nbc, lacoste, and volkswagen. founded in 2009, we’re focused innovators at the core of global expansion strategies. we’re committed to making the web and mobile user experiences equally fast and robust for each and every user on the planet."
f,nann
f,"outstanding member service starts with outstanding people if you are committed to the concept of “above and beyond” and enjoy interacting with people either in person or on the telephone, then we want to talk to you. our people are our most valuable asset. we recognize their value – the hard work and dedication they give – and reward it through a highly competitive salary structure and benefits program which includes: medical, dental and vision insurance 401kretirement savings planwith a match up to 6% by the credit union flexiblespendingaccounts life insurance paid by the credit union generous paid time off gym membership reimbursement program. "
f,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth."
f,  is the crowdfunding platform to financecreativity entrepreneurs. we want to contribute to create a new generation of entrepreneurs and angels by providing a platform that connects inspiring projects with a new class of angels that can change the way great ideas get realized.
f,"established on the principles that full time education is not for everyone spectrum learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles. we also are official re-sellers for the institute of recruiters/ study course professional courses in hr practice, in-house recruitment and agency recruitment it is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job. we work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career. we have great relationships with a number of national training providers to ensure we can cover any apprenticeship available."
f,"as a growing and successful startup, conversocial is a great place to work for ambitious individuals. we build a market leading social customer service solution, and we need even more great people to help us push that position even further. you’ll get the opportunity to work in an exciting new market, where we’re helping companies to understand the solution to their problems and are changing the way they interact with consumers. we have a trusting, hands-off management style, which is suited for people that are self-motivated. our employees have the opportunity for independence and responsibility over their own projects, but we provide all the support and training they need to get there and to develop their careers. at conversocial we like to balance work and play. we eat lunch together everyday (a company perk) and all enjoy a friday treat of cake and few drinks. our close-knit team is very sociable, which makes the conversocial office a relaxed, fun and supportive working environment. "
f,"headquarters in france, montpellier (place de la comédie) in the usa. ""leave it to the french to make numbers crunching sexy!"" bime is a pioneer in true cloud-based business intelligence.cloud. it's in our dna. born in the cloud, built for the cloud. bime is a powerful modern bi tool capable of turning data from any source into valuable insights and actionable information thus empowering decision-making and impacting business results.through its pure cloud model, it turns the web into a seamlessly connected data warehouse thus making data analysis, visualization and dashboarding a fast, low-cost, intuitive service for both business and tech users. bime is part of the cool family ""gartner cool vendors 2014"" :) we’re hiring… now. be the part of something great."
f,"atcom is a world - class software vendor of smart content management products for intelligent interactive media solutions. based in greece, with offices also in u.k, atcom has successfully completed more than 1800 large scale productions, all powered by the multi-awarded netvolution wcms. atcom employs more than 120 people."
f,"merl's internship program gives students excellent opportunities to work in an industrial research lab environment side-by-side with world-class researchers. a primary intent of the program is to provide interns with experience that could help them enhance and accelerate their professional career, while also contributing to new or ongoing initiatives at merl. interns will be exposed to relevant industrial problems ranging from speculative and exploratory research to more practical engineering tasks. we hope that all interns have a chance to become familiar with our organization and the open research culture at merl, produce publishable work, and develop an appreciation for how breakthrough research makes an impact on future products. merl considers graduate students from all over the world. as many of our projects benefit from specialized knowledge in a given field, graduate students pursuing a ph.d. typically fill the majority of internship openings. the duration of a typical internship varies from 3 months to 1 year, with the majority of interns being employed during the summer months. as the summer is a very busy time, we encourage applications for non-summer internships and also prefer early applications for summer internships. hiring decisions for the summer are typically made around february/march to allow enough time for any necessary paperwork (such as visa applications or other work eligibility forms) to be completed."
f,nann
f,"rhb recruitment ltd is a business process outsourcing company with its state-of-the-art delivery center (existing capacity of 110 positions/ seaters) in the prestigious building of nexteracom in ebene city, mauritius. rhb recruitment ltd is a tailor-made and customized portfolio of services to clients in the areas of recruitment, hr and resource management, bagatelle recruitment has a unique combination of local knowledge and global expertise. our focused and committed approach to contract staffing, interim management and permanent search and selection recruitment services, means we always supply high quality candidates to our worldwide client base..at rhb recruitment ltd, we have a highly trained workforce who are multilingual (french and english as main languages) and we enable clients to save up to 50% on costs through global economies of scale, operational efficiencies and good risk management.coming soon: (1) expanding capacity to 250 positions by october 2013, (2) setting-up offices in africa and asia, and (3) constructing a 40,000 sqft state-of-the-art building in ebene city by 2016 to provide business continuity services to clients across the globe.specialtiesrecruitment services, contract and permanent resources, staffing solutions, hr and compliance management, project resource, oracle, business intelligence, senior management, support infrastrature"
f,"spotsource solutions llc is a global human capital management consulting firm headquartered in miami, florida. founded in january 2012, spotsource has created a fusion of innovative service offerings to meet the increasing demand of today’s economy. we specialize in talent acquisition, staffing, and executive search services across various functions and in specific industries. global talent transfusion (gtt) services utilize best in practice qualification standards to deliver talent in temporary, temporary-to-hire, and permanent basis. health career transition (hct) is a subsidiary of global talent transfusion and offers placement services specifically in the growing healthcare arena. spotsource executive search (ses) consultants are special breed talent evangelists that understand how to advise and streamline the human resources process in the direction your organization requires for long term sustainability and success.succession planning. leadership development programs. compensation analysis. recruitment process outsourcing. all customized to best suit the needs of your business. we understand the demand for cost-effective solutions for your organization.are you seeking a potential career transition and interested in discussing the current hiring trends and open positions? vital career consulting (vcc) offers career transitional services catered specifically for the job applicant, including resume construction, social media optimization, and interview coaching. address: 4100 n powerline rd. ste z3 pompano beach fl 33073 office: phone_c90b6ca89acd18d9e31ea3590b4ad76605721bc372025598fe9e1e60cf428551"
