,fraudulent,benefits
7143,t,nann
1378,f,nann
8123,f,nann
16869,f,- medical dental coverage for employees - 401k program with generous employer match - nearly 4 weeks paid time off (vacation and sick pay) - flexible work arrangement
17685,t,"health care , dental insurance 401k , stock retirement plans"
16082,f,"we have an awesome office with a view on the schinkel (canal). we do things together, like drinking beer, going out and having fun in general. some perks: free, biological lunch; game room; new mac; a whole bunch of gadgets; awesome coffee; 25 holidays. personal growth plan bonus-system (bring on fee / personal end of year bonus) "
879,f,nann
3288,f,competitive compensation plus great benefits package
17552,t,nann
3959,f,nann
5097,f,nann
5627,t,nann
8044,t,"this position provides an excellent opportunity for career growth. most wages, good benefits, and much more is waiting for you on our team. you do not need more knowledge. we offer the opportunity to study and give the tools to development your knowledge. there is possible get trained. flexible hours, 3-4 hrs a day. please send your cv. "
9655,f,"we are a startup-type team: we wear jeans or shorts and we usually have dogs in the office. we are located at king and bathurst, have flexible hours, work with great tools (apple gear), and offer great benefits, a fully stocked kitchen and pantry (coffee aficionado?), a great team dynamic, competitive pay and share options and more! we offer all of our team $250 towards building your own ecommerce store, and yes you also get free premium access to the whole vantage analytics toolkit to grow your store and make it wickedly successful."
6495,f,please visit the imaginet careers page for details on benefits. 
1395,f,"what we’ll bring: a workplace of unrivaled flexibility challenging work a team that cares about you and your goals good pay very good benefits (full health, 401k, etc.) amazing clients and coworkers "
17818,t,nann
2444,t,nann
3685,f,nann
9188,f,"csd offers a competitive benefits package for full-time employees. for a full list of benefits and perks, please visit the career's page. communication service for the deaf, inc. is an equal opportunity affirmative action employer and drug free and tobacco free workplace."
2594,f,flexible schedule and competitive rates.
4004,t,"health and welfare coverage, domestic partner coverage, a retirement program, employer contributions towards the health care spending account, as well as other offerings:medical,dental,vision,life/add short term disability,long term disability,flexible spending account 401 k with company match,travel assistance emergency services, employee assistance program,employee referral program,patent award program,educational assistance program,paid time off,wellness program,additional voluntary benefits"
6126,f,competitive salary lunch provided at the office
16522,f,"are you curious what do we offer you? -creative, challenging and interesting projects- fast growing product- experienced and professional team- dynamic, inspiring and international environment- creative approach - we don’t believe in “one size fits all”- informal style of leadership and communication- a lot of servers, complex infrastructure and challenging product- best workstation and tools to work with- possibilities to learn (conferences, trainings) and work with experts from different countries (offices around the world)- possibilities to make us better"
6040,f,"potential of long-term collaboration working within a high-tech start-up company working with a group of young, driven and passionate entrepreneurs "
17202,f,nann
15007,f,this is a salaried position with health insurance and other benefits (such as a capital bikeshare membership!).
9046,f,nann
11065,f,nann
2360,f,get to be part of something amazing. with real impact. now.
5239,f,nann
14343,f,"about the job our next generation service is on the drawing board now, and you'll be working with a small team of top-notch engineers to design, architect and build it. you’ll also have the opportunity to help with our existing service; used by hundreds of thousands of people every month. it gives you the best of both worlds … the ability to work on something that has impact on a lot of people, as well as an opportunity to build ‘ground-up’. exavault offers depending on your preferences, we’re open to either a long-term contract or full-time relationship. for our full-time employees, we offer: a competitive salary. fully paid health, dental vision coverage. 401k w/ 4% employer match. two weeks of vacation per year, plus the ‘christmas shutdown’ (below). christmas shutdown – except for ‘keeping the lights on’ operational duties, the company shuts down (with full pay) for the week between christmas and new years. 10 paid holidays. flexible work arrangements. as long as you’re available throughout the business day, we’re flexible about how/when/where you work. a $1500/year ‘office outfitting credit’. this may be saved up to three years. education reimbursement. workplace flexibility exavault is headquartered in oakland, ca and portland, or. we’re a virtual company, and have employees throughout the west coast. some of us work from home, some from co-working spaces and some from coffee shops or other locations. you should have a quiet, professional, distraction free workspace (either at home or elsewhere) from which to work. you will need to provide a computer (preferably a mac :) ) and internet access; we will provide any software (ms office, etc.) that you don't already have. a note from david, the ceoonline job postings are a little bit like online dating sites. there are thousands of people out there, all with great skills. there's also thousands of jobs, all great opportunities. we need to find theoneperson who's the right fit for us... the right skills, the right mindset... somebody who will fit into our culture. you (hopefully) need to find theonejob that's right for you: something where you're as excited to go to work on the 1000th day as you are on the 1st day. so how do we meet each other? the signal-to-noise ratio is low here. this is probably the 100th post you've looked at, and we get hundreds of candidates every time we post. i have a proposal: i've tried to share a lot about our company and our culture in this post, and on our website and elsewhere. do a little homework on us. after that, if this job really, truly excites you, and you think you'd be great at it, tell me why in your cover letter. i don't need to know that you worked at 'acme, inc.' for ten years -- i can get that from your resume. and i don't need to know that you're 'professional, responsive and detail-oriented'.everybodysays that. i'm reading every submission personally, and what i really need to know iswho you are,what you can do, andwhy you think this would be awesome. my name is david and i'm a real person. so are you. let's start there."
4109,f,nann
17644,t,nann
6564,t,"401k, healthcare palns and more"
4761,t,bonus will be given base on base on the amount help to collect.
2078,t,we offer : • friendly colleagues in an industry with a bright future.• an environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• competitive benefits and strong focus on work-life balance.
14880,f,"in return for the right candidates, nl group provide an excellent base salary, un-capped earning potential and some of the industry’s best employee benefits: benefits you can expect: excellent basic salary £18k - £26k (dependant on experience) uncapped commission scheme profit related bonuses ongoing rec accredited professional training and personal development group pension, cycle to work and healthcare schemes provided modern, technology filled offices with free parking as much fresh ground coffee as you can drink (what more could you want) to apply for this position online, simply click the ""apply for this job"" button below."
17537,t,nann
2730,f,"crossroads offers a comprehensive benefits package for our full-time employees that includes pto, paid holidays, medical, dental, vision, hsa, short term disability, employer paid and voluntary life and add insurance, and 401k with company match. no phone calls, please - due to the number of applicants, we can only contact those selected for interviews. crossroads is an eoe."
12261,f,nann
4216,f,"excellent benefit package that includes medical, dental, life, transportation subsidy, and more."
12509,f,nann
8604,f,nann
16355,f,nann
1767,f,nann
5472,t,"our core values drive our culture. this is what we believe: why ? watch our culture video to learn more. make our customers successful our customers' success is ours. we live to solve their problems, improve their futures, and exceed their expectations. when our customers win, we win. set the bar high. we're trying to revolutionize an industry, so we can't be just good—we have to be the best. that means striving for the best team, product, and company on the planet. be accountable. we own our work. we keep our promises. and we always follow through. we take responsibility for failures, and humble bows for successes. there's no time for excuses and finger pointing. show integrity. forget loopholes, back doors, and shades of gray. we just say it. we are honest and straightforward with everyone. the only way we can bring clarity to a chaotic world is to walk-the-walk ourselves. make each other better. everything we achieve, we achieve together. nobody is too important to grab a broom. always move forward. we see the world as it could be, not just as it is. with our passion for finding new solutions to old problems, we're creating that new world. it's a future worth adapting to. the benefits generous paid time off to help you maintain a good work-life balance fully catered lunches available everyday to all employees at the corporate office offices fully stocked with snacks and refreshments to keep you energized and productive extensive employee benefits and perks to show how much we value your efforts fun team events, company events, employee sponsored events, employee recognition awards, and more! "
17755,t,nann
6381,f,nann
408,f,nann
10568,f,"at fundation, we believe in making a big difference to the small business ecosystem. we believe in taking care of our employees, putting the customer first, having fun, and getting things done. salary bonus commensurate with experience capabilities comprehensive benefits package working with an incredibly smart fun team "
5215,f,career prospects.
7180,f,"snacks? we got those on demand. you want it, we buy it. team outings (drinks, comedy shows, etc.) dog-friendly office "
8577,f,nann
12992,f,nann
7629,f,this part-time position is exempt from benefits.
7477,t,nann
17785,t,"upon completion of training, each representative will trade firm capital and keep 70-80% of trading profits generated. most traders work from home or their personal offices on a full or part-time basis. profitable traders will earn higher levels of trading capital over time and earn higher profit splits with the firm. profitable traders can earn over $20k+ per month after the first year. online traders work remotely from various locations. when you reach the level of elite trader, you will be trading with enough capital to potentially earn well over $100,000 per year. additional benefits of the position include: tools for success provided to youonline training, coaching and mentoringflexible scheduling that suits your personal needswork from homeearning potential of $100k+ a year!positive trading environmentpart-time or full-time opportunities "
3252,f,nann
7482,t,nann
1294,f,nann
6132,f,"what we offer:• competitive salary• challenging and exciting projects• flexible working hours, you can work from home, for urgent matters• free snack, coffee and tea all day long• comfortable working area• friendly team collaboration• and the most important is everybody has their own voice, because link is a flat organization."
9279,f,nann
4168,f,nann
4344,t,we offer • friendly colleagues in an industry with a bright future.• an environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• competitive benefits and strong focus on work-life balance.
4173,f,"you will work on one of the most innovative marketing projects you will work with many of the best companies in fmcg (and not only) you will work and talk with thousands of consumers you will work with a team of experienced and agile people that simply love what they are doing you will work in one of the most beautiful buildings in the most beautiful area of athens and not to mention the competitive compensation, the great music in the office and the flexible work arrangements "
16010,f,5 days work flexible working hours stand-up desks available energetic office with card games and video game console reading corner regular social activities and company gatherings fully-stocked pantry 
17579,t,"you willbe rewarded with an uncapped earning potential and have the opportunity to form part ofa global and an established network of wealth management professionals, with a focus onproviding commercial, corporate task "
14784,f,we offer: competitive compensation packages comprehensive training programs astimulating and multinational working environment opportunities to work abroad very good career advancement opportunities
4772,t,nann
2019,t,we offer • friendly colleagues in an industry with a bright future.• an environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• competitive benefits and strong focus on work-life balance.
4053,t,nann
9027,f,nann
6832,f,"great scandinavian salaries, awsome offices in downtown reykjavik and apple products of own choice."
2430,f,attractive compensation package 
10805,f,nann
13079,f,"csd offers a competitive benefits package for full-time employees. for a full list of benefits and perks, please visit thecareer page. communication service for the deaf, inc. is anequal opportunityaffirmative action employer and drug free and tobacco free workplace. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, or national origin, including individuals with a disability and protected veterans."
12642,f,career prospects.
16651,f,nann
2115,f,nann
5434,t,nann
1359,f,"learn more about this job and other technical, creative, quality assurance and project management at don't live in dallas? this job is also open to people interested in relocating to the dallas area. please inquire about relocation cost assistance when applying for this position."
13967,f,nann
11870,f,"plenty of perks as well as the opportunity to solve complex problems in this exciting new era of big data, here’s what we offer: realistic performance related bonuses generous equity options mean you’ll own a piece of the pie excellent health and dental insurance packages a relaxed approach to time off and enough holidays to see several corners of the world fridge fully stocked with healthy snacks and the ultimate espresso machine for your java fix a competitive office where we play foosball, football, scrabble, go-karting… you name it, we’ll play it thank qubit it’s friday – we have lots of creative ways to let off steam at the end of the week plenty of opportunities for training and development "
17279,f,a competitive salary based on successful candidate's experience and skills.
3874,f,healthcare stipend 401k match work from home policy flexible work hours annual company trip weekly company lunch creative office environment 
9115,t,nann
17242,f,forward3d offer a range of flexible benefits which can be bought with the additional 6% of base salary we give to all staff. these include: 3% matched pension cycle to work private healthcare dental insurance discounted gym membership or you can take the 6% as cash over 12 months 24 days holiday other benefits free breakfast and cooked lunch each day (saves you a packet!) monthly free socials huge christmas party state of the art technology free bar in the office 
15997,f,"equity in one of the fastest-growing start-ups in los angeles you will have the opportunity to grow in both skill and responsibility as the company scales. you will work directly with the executive and management teams of the world’s leading service businesses. your work will matter and make a noticeable impact for your co-workers and customers. flexible vacation policy, free lunch every day, snacks and munchies, team outings and many more perks "
11009,f,"we offer a competitive salary and benefits, excellent career development opportunities, and a fun, fast-paced work environment that encourages excellence and innovation."
3055,t,nann
3292,t,nann
2598,f,nann
16228,f,nann
11724,f,"our offer: if you are seeking a career in an exciting and dynamic company, where you will offer your services as part of a team of a major european institution, operating in an international, multilingual and multicultural environment where you can expect real chances to make a difference, please send us your detailed cv in english, quoting reference: (jvd/10/14), to the following e-mail address: email_e8efcf62a68b682bfb8fcc86c8c05ec5b0b8c9afa3310079ab513dbf73ccfd25. we offer a competitive remuneration (either on contract basis or remuneration with full benefits package), based on qualifications and experience. all applications will be treated as confidential. you may also consider all our other open vacancies by visiting the career section of our web site ( ) and follow us on twitter (@eurodyn_careers) and linkedin. "
13348,f,busy clinic great income potential.
6974,t,nann
7364,f,"our offer: if you are seeking a career in an exciting and dynamic company, where you will offer your services as part of a team of a major european institution, operating in an international, multilingual and multicultural environment where you can expect real chances to make a difference, please send us your detailed cv in english, quoting reference: (pm/04/14), to the following e-mail address: email_e8efcf62a68b682bfb8fcc86c8c05ec5b0b8c9afa3310079ab513dbf73ccfd25. we offer a competitive remuneration (either on contract basis or remuneration with full benefits package), based on qualifications and experience. all applications will be treated as confidential. you may also consider all our other open vacancies by visiting the career section of our web site ( ) and follow us on twitter (@eurodyn_careers)."
10521,f,nann
2652,t,"high hourly pay, paid weekly, pto, paid holidays, 401k"
17729,t,nann
1061,f,"comprehensive compensation package, including stock options quiet work environment with 3-5 people rooms in berlin mittenext to a park and river flexible working hours opportunity to have a real impact work with some of the world`sbest developers "
1935,t,nann
14877,f,nann
8494,f,nann
3042,f,nann
8838,t,"being part of the novation team means opportunities for bonuses on top of an hourly wage, medical benefits, 401(k) retirement savings, tuition reimbursement and room for advancement."
1559,f,"this is a contract/temporary position for approximately 6 months but have a strong potential to one year plus. we offer major medical/insurance, 401k, aflac etc."
9704,f,nann
812,t,"competitive compensation package including base + full benefits package + expense account + per diem and increase in base + many perks. clean, safe and professional working environment / culture. the management team has a great reputation for taking good care of employees. steady, consistent employment opportunity- company has a history and reputation for the tenure of employees for the long-term. no layoffs or terminatins. when work is slow the team always has work to keep current employees on a full-time status so you can feel confident your employment will be steady and something you can count on. if you like to travel and enjoy your indipendence, this position is for you. you will be traveling to multiple sites on overnight visits throughout the week and be working mostly indipendently. the position is available right away as we are prepared to move forward fairly quickly upon identifying the right candidate. qualified candidates please apply for immediate consideration. darren lawson | vp of recruiting | email_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c"
4967,t,disablity health business start up franchise
5688,t,"compensation/benefits package includes: comprehensive benefits package, including a 401k with matching competitive wages, based on education and experience "
7103,f,"$9.47/hour, with 5% increase to $9.95/hour after successful 90-day trial service period. excellent medical benefits for employee, spouse/domestic partner and dependents. includes medical, vision and alternative. generous paid time off. holiday pay (double pay for up to 10 hours). 401k plan with up to 3% company match. on-going and fully paid training. "
17188,f,career prospects.
17249,f,nann
17786,t,the salary package is $50-$70 k p.a. plus super and incentives.
15264,t,totally free to join suitable for all.
9270,f,"what's in it for you? work with an awesome team consisting of people from all around the world. we currently have kiwis, australians, singaporeans, argentinians, romanians, malaysians and more... competitive salary be in constant contact with smart and driven people to get to the next level. opportunity to shine - we make decisions together and we grow together. the best part of all, you will be in a space where no two days are the same. we grew from 8 to 16 in 3 months, we are growing still! whether you like singing, hiking, snowboarding, cooking or simply snuggling up to watch game of thrones, we'll love you. if you wish to grow and learn in any area be it sales, marketing, support, success or even learn to code, you'll have our support. :) "
5274,f,nann
2866,f,"competitive salary, depending on skills and experience private health insurance daily, fresh, greek lunch (we order through our own custom app!) unlimited caffeine is on the house (nespresso and more) are you excited by the opportunity of becoming part of a young, ambitious and entrepreneurial team who is innovating 3 industries at the same time? would you like to be an early employee of a well-funded, tech startup with incredible dynamics? if yes, apply now for the position of content marketing executive here."
937,t,please apply for immediate consideration qualified candidates contact: darren lawson | vp of recruiting |email_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c| phone_70128aad0c118273b0c2198a08d528591b932924e165b6a8d1272a6f9e2763d1 
5415,f,medical and dental plan
215,t,"benefits what is offered: competitive compensation package 100% matched retirement fund annual vacations paid for by company significant bonus structure opportunity for advancement full benefits package annual performance reviews and base salary increases annual cost of living increases sound, clean, safe and enjoyable working environment company culture world renound management and executive team who promote from within, leverage careers and invest in employees for the long-term success of their careers and overall company/employee goals please apply for immediate consideration.qualified candidates contact:darren lawson | vp of recruiting |email_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c| phone_70128aad0c118273b0c2198a08d528591b932924e165b6a8d1272a6f9e2763d1 "
2991,f,medical/dental benefits for full time employees commissions paid holidays opportunity for growth raises monthly incentives bonuses 
12308,f,nann
6829,f,opportuntity to earn a 25% bonus
8606,f,"schneider is a premier provider of truckload, logistics and intermodal services. offering the broadest portfolio of services in the industry, schneider’s solutions include van truckload, dedicated, regional, bulk, intermodal, brokerage, supply chain management, integrated delivery and port logistics.a $3.5 billion company, schneider has provided expert transportation and logistics solutions for over 77 years. for more information about schneider, visit ."
14004,f,build relationships with the world's top innovation thought leaders in the tech startup space and fortune 500 companies opportunity to travel around the country and world full health benefits + free gym membership exceptional teammates who work (and play) hard 
2935,f,"benefits: ·stock options (company is also pre-ipo) ·large annual bonuses ·comprehensive medical, dental and vision plans ·life insurance ·flexible spending account (fsa) ·dependent care spending ·disability coverage (short-term and long term) ·401 fidelity investments ·leed certified working environment ·casual dress ·catered lunches ·monthly mixers ·yoga class ·masseuse onsite "
4183,t,"competitive compensation package, benefits and exciting advancement opportunities with this industry leader. salary between $30,000-$45,000 position type : full-time position"
6287,t,we offer • friendly colleagues in an industry with a bright future.• an environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• competitive benefits and strong focus on work-life balance.
11588,f,"we allow our employees creative freedom. we treat them with respect. we value their opinions. in that spirit, we offer the following benefits: full health and dental insurance in a ppo plan profit sharing 3+ weeks vacation/sick time from day one; 4+ weeks after year 3 short-term and long-term disability 401-k with 3% employer match 3% new business bonus professional development budget "
10788,f,"benefitswe offer our employees the following comprehensive benefits plan:• $11.50/hr for training• tenure based pay raises• performance based bonuses• medical, dental, vision insurance• 401(k) with company match• paid time off"
6295,f,nann
5347,f,nann
17696,t,"this is a 1099 sale position , most of our outside sales reps earn upwards up $1,250 to $2,500 a week working 25 to 30 hours "
362,f,"we offer a winning culture having been awarded the philadelphia business journal’s best place to work for the past seven consecutive years and the philadelphia inquirer's top work places for the past five consecutive years. we also offercomprehensive benefits package to all our full-time employees, including medical, prescription, dental, vision and many other benefits."
400,f,"in may 2014 we've been accepted to wayra academy in munich. you will be joining us in the most exciting phase of this business. everything will evolve and grow rapidly. you can be the one dreaming and seeing your dreams becoming reality. join us on this exciting journey. work on world class project in world class environment, meet world class people from business. enjoy all the benefit of being part of wayra family. get the best mentoring and gain tons of experience working with us."
4577,t,nann
1725,f,"• paid time off • medical and dental • employee assistance program • merchandise, travel and entertainment discounts • career development"
3358,f,nann
10008,f,"- aflac- health insurance (management)- training (initial ongoing)-vacation sick time- paid travel schedule an interview by contacting david @ (361) 400-2907(this is nota telemarketing or call center position) to learn moreabout argenta field solutions, visit our website @ argenta field solutions - locations currently hiring 711 n carancahua st, suite 1750, corpus christi tx 7840115600 san pedro ave, suite 105, san antonio tx 782323463 magic dr, suite 252, san antonio tx 782292855 mangum rd, suite 417, houston tx 770921100 e nasa pkwy, suite 410, houston tx 770589896 bissonnet st, suite 454, houston tx 770362201 n collins st, suite 252, arlington tx 760114101 mcewen, suite 530, dallas tx 75244222 e van buren, suite 511, harlingen tx 785501001 s 10th st, suite 201, mcallen tx 785041111 park centre blvd, suite 207, miami fl 33169 keywords: sales, outside, direct, commission, cable, security, alarm, security, internet, tv, directv, dish, satellite, assistant manager, manager, customer service, csa, salesman, salesmen, career, job, door, field, waiter, waitress, bartender, server, d2d"
10396,t,"our core values drive our culture. this is what we believe: why ? watch our culture video to learn more. make our customers successful our customers' success is ours. we live to solve their problems, improve their futures, and exceed their expectations. when our customers win, we win. set the bar high. we're trying to revolutionize an industry, so we can't be just good—we have to be the best. that means striving for the best team, product, and company on the planet. be accountable. we own our work. we keep our promises. and we always follow through. we take responsibility for failures, and humble bows for successes. there's no time for excuses and finger pointing. show integrity. forget loopholes, back doors, and shades of gray. we just say it. we are honest and straightforward with everyone. the only way we can bring clarity to a chaotic world is to walk-the-walk ourselves. make each other better. everything we achieve, we achieve together. nobody is too important to grab a broom. always move forward. we see the world as it could be, not just as it is. with our passion for finding new solutions to old problems, we're creating that new world. it's a future worth adapting to. the benefits generous paid time off to help you maintain a good work-life balance fully catered lunches available everyday to all employees at the corporate office offices fully stocked with snacks and refreshments to keep you energized and productive extensive employee benefits and perks to show how much we value your efforts fun team events, company events, employee sponsored events, employee recognition awards, and more! "
10282,f,nann
17812,t,nann
9043,f,"participate and contribute to an environment where collaboration cross-over of domain expertise (genomics, computer science, medicine, data-science, finance, clinical genetics) helps to drive an industry forward to improve healthcare. comprehensive benefits package including health insurance and matching 401(k). group outings, lunches, happy hours and co-workers who inspire you every day. "
12999,f,growth opportunity in a leader company. competitive salary commensurate with experience. collaborative work environment.
496,f,nann
2321,f,nann
5856,f,nann
16659,f,"ample paid time off (a.k.a. pto) so you can finally take that vacation when required. all the usual company holidays, plus a few you might not expect. a sweet 401k plan with company matching (retirement, here you come!) flexible work arrangements to accommodate your ever-busier life. enough free snacks and drinks on overtimes to make your dentist nervous. an annual company outing that people actually want to attend. legitimately great medical and dental coverage with low premiums and co-pays (coming soon) a work environment that's so fun and casual we hesitate to call it work. aptitude tests so you never have to stop learning. "
7634,f,nann
1403,f,"our company offers a competitive salary plus bonuses as well as a comprehensive benefits package to our full-time employees including: 40 vacation hours after 6 months of employment, 80 vacation hours after 1 year of employment 6 paid holidays as well as an anniversary holiday benefit paid personal and sick leave after 90 days of employment health, dental, life, and disability insurance as well as aflac supplemental insurance a 401k plan with a company match after six months of employment, however, we have quarterly enrollment periods. "
6559,t,"we offer a competitive compensation package, with benefits including: paid training, paid holidays and paid time off, as well as not having to work to 9pm or on sunday as a lot of retail sales positions require."
17652,t,this is a full-time salary position that offers benefits with great potential for growth.
4671,f,nann
5909,f,"benefits competitive compensation. smart, supportive and fun environment. opportunity to rise within a rapidly growing company. "
4854,f,"job benefits standard benefits: this position pays a competitive salary. we offer paid vacations, dental, medical and prescription drug coverage. veripician benefits: we like to have fun at work, too. we dress casually because we believe that you should be comfortable at work. in addition, we have company social events, such as comedy nights, new product release parties, company picnics and more! we believe that a company is only as happy as its employees and we make every effort to ensure that our employees feel valued. this position is based out of our corporate headquarters in the heart of silicon valley—santa clara, ca. if you are looking for a change of scenery, santa clara is only one hour from the beach and four hours from the ski slopes, with great weather year round!"
3517,f,nann
311,f,nann
1287,t,nann
3686,f,nann
17744,t,"work times:monday to friday. the first you will have a trial period. possible training.this is the perfect opportunity for a technically minded accountant eager to step into a rapidly growing organisation, and play a pivotal part in their expansion plans. please send your resume."
12214,f,"above anything we are a people centred company that strives to create the best opportunities for the best people in the industry. we just so happen to have an amazing studio space and great tools for learning and sharing. we offer a competitive package, including but not limited to company wideprofit sharing platform,company pension, life assurance, private medical, training budget and amazing family policies. 25 days holiday are offered as standard, inclusive of studio closure days over xmas. we also promote flexible working days."
14757,f,"at atlas lift tech we are innovators and we value individual contributions! we encourage continued education, priding ourselves on offering re-certification assistance. we offer a competitive compensation package based on your valuable experience. other benefits include: health insurance for full-time status vacation / sick / holidays flexible spending account commuter benefits promotional opportunities for driven employees free health screenings free yearly immunizations innovative environment "
15481,f,"we recognize that outstanding people need outstanding rewards. beyond our competitive total compensation packages, our commitment to continuous improvement and employee involvement in that process makes for a great working environment. additionally, our benefits package reflects our respect for workplace contributions, professional goals and personal priorities. when you join our team you will be eligible for: additional benefits including a variety of paid leaves, such as vacation and holidays. choice of medical plans that require employee contributions"
5435,t,"we offer • friendly colleagues in an industry with a bright future.• an environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• competitive benefits and strong focus on work-life balance.aker solutions is a leading global oil services company with more than 150 years of industrial history and successful development. today we have over 23,000 employees in over 30 countries. we are a growing company in developing markets and emerging regions. in north america, aker solutions operates eight business units creating many opportunities for our employees and customers.by joining aker solutions, you will work as a valued member of the team tackling challenging work and looking for opportunities to innovate. most positions enjoy a business casual environment and flexible work schedule with competitive benefits beginning your first day.we are an equal opportunity employer and do not discriminate against applicants due to race, ethnicity, gender, veteran status, or on the basis of disability or any other federal, state or local protected class."
17530,t,- great team culture and immediate start!!!
17601,t,"citi trends is a great place to build a fun and rewarding career in retail management! we believe in promoting from within, so, rest assured, if you show the initiative, there'll be plenty of room to develop your career. we offer a competitive salary and benefits package that includes health and dental insurance, paid vacation, a 401(k) plan, paid training, and much more. ready for some rapid growth of your own."
13911,f,nann
13296,f,nann
16369,f,"what can you expect from us? an open culture where we openly share our results and where your input is valuedfun at work! like playing pool whenever you want, getting a zombie makeover, or playing minecraft on our dedicated vend server.work-life balance. we know you have a life outside of work. at vend you can have a life inside work, too.utilise all your talents. not just the ones written in your job description. we welcome all of you at work. we don’t want you to leave your personality at the door."
2387,f,nann
6296,f,nann
3739,f,nann
8657,f,nann
13350,f,"this job offers you the opportunity to gain experience, strengthen your skills, expand your knowledge base within the beauty industry, and to build and/or expand your artistic portfolio of you work. you will meet new people with whom you will be able to share your creativity and talent. you will have the flexibility to work around your personal schedule and/or a regular work schedule in order to thrive in your passion for hair design."
6375,t,nann
12286,f,"we offer a generous compensation package, including competitive salary, health/dental insurance, paid holidays/vacation/personal days, 401(k) retirement plan with employer contribution, short term disability/long term disability and an employer paid group life insurance policy. relocation assistance is available."
13303,f,nann
12520,f,nann
5643,f,nann
8975,f,"j.p. morgan is a leader in financial services, working in collaboration across the globe to deliver the best solutions and advice to meet our clients needs, anywhere in the world. we operate in 100 countries, and hold leadership positions across our businesses. we have an exceptional team of employees who work hard to do the right thing for our clients and the firm, every day. this is why we are one of the most respected financial institutions in the world.j.p. morgan is part of jpmorgan chase co. (nyse: jpm), a global financial services firm."
2705,f,"attractive salary, depending on your experience bonuses based on your performance well equipped workplace playroom with arcade games kitchen full of free snacks and drinks unique start-up atmosphere a chance to grow an interesting international project private medical care multisport card "
4346,t,we offer • friendly colleagues in an industry with a bright future.
9844,f,nann
16556,f,"competitive salary, generous holiday allowance."
4852,f,"- your laptop of choice + large monitor - flexitime: start your workday anytime up to 11am on the day. - work from home once a week - no dress code formalities - annual training budget to develop your skills and career - monthly book allowance service - on any book you like - part of an entrepreneurial company that's raising the bar, and calling the trends of the app economy "
10039,f,"full-time salary negotiable based on experience. pc and/or laptop hardware with your choice of os (linux recommended but you pick) and various android test devices a relaxed, comfortable and friendly work environment "
9834,t,"our core values drive our culture. this is what we believe: why ? watch our culture video to learn more. make our customers successful our customers' success is ours. we live to solve their problems, improve their futures, and exceed their expectations. when our customers win, we win. set the bar high. we're trying to revolutionize an industry, so we can't be just good—we have to be the best. that means striving for the best team, product, and company on the planet. be accountable. we own our work. we keep our promises. and we always follow through. we take responsibility for failures, and humble bows for successes. there's no time for excuses and finger pointing. show integrity. forget loopholes, back doors, and shades of gray. we just say it. we are honest and straightforward with everyone. the only way we can bring clarity to a chaotic world is to walk-the-walk ourselves. make each other better. everything we achieve, we achieve together. nobody is too important to grab a broom. always move forward. we see the world as it could be, not just as it is. with our passion for finding new solutions to old problems, we're creating that new world. it's a future worth adapting to. the benefits generous paid time off to help you maintain a good work-life balance fully catered lunches available everyday to all employees at the corporate office offices fully stocked with snacks and refreshments to keep you energized and productive extensive employee benefits and perks to show how much we value your efforts fun team events, company events, employee sponsored events, employee recognition awards, and more! "
4853,f,"working within a small, young dynamic team in a rapidly expanding start-up, almost too much responsibility at times. occasional trips to paris, event invitations.salary: excellent salary + benefits "
12334,f,nann
4258,f,we have attractive offices in a cbd location and offer a creative and energetic work environment for talented people.our diverse talent base creates a stimulating team environment and a variety of opportunities for professional growth. we have a reputation as an industry leader and a great place to work!
17518,t,nann
10202,f,nann
14029,f,competitive package.
5604,f,"why work for mutual mobile? we craft beautiful mobile interfaces and solve complex software challenges. clients such as audi, cisco, jaguar land rover and google come to us for our deep experience in mobile--from establishing a mobile strategy that provides impactful business value, to building those solutions from the ground up. we bring together the brightest minds in creative, engineering, and business to deliver solutions that actually matter."
6621,t,we offer • friendly colleagues in an industry with a bright future.• an environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• competitive benefits and strong focus on work-life balance.•friendly colleagues in an industry with a bright future•an environment where you are encouraged to develop your skills and share your knowledge with your colleagues•competitive benefits and strong focus on work-life balance• a good and creative working environment in a technical driven organisation. • interesting and challenging work tasks in one of the leading oil gas technology companies worldwide. • good career development opportunities nationally and internationally • an expansive company under constant development
13097,f,"we offer salary, monthly bonus tied to individual and team efforts, annual profit-sharing, rich health benefits including medical, dental, and optical, many training opportunities, and the chance to make real contributions while advancing your skills and career!"
17329,t,zero start-up fee
9090,t,nann
10145,f,nann
6231,t,nann
13540,f,"join us and work with an awesome team, growing super fast make decisions every day that affect 10s of 1000s of customers health insurance an awesome office work enviroment in central singapore avoid ever working in cubicle hell "
7738,f,future prospects
17225,f,nann
882,f,nann
10845,f,nann
