,fraudulent,company_profile
16651,f,"welcome to trans4u ltd. we are an international translation and interpretation agency based in the uk. we take pride in our reputation as provider of an efficient, high quality and accessible range of foreign language services throughout the uk and abroad. we offer a range of services including face to face interpreting, telephone interpreting, written translation and proof reading. our linguists from all over the world cover all major languages and many local dialects."
2115,f,"visual bi is one of the leading and fastest growing firms focusing exclusively on bi analytics. our offerings cover end-to-end bi services, industry and domain-specific solutions, custom visualization controls (sap dashboards and sap design studio) and cloud-based analytics.headquartered in plano, texas, visual bi has won recognition from customers for driving high-touch engagements driven by our team of platinum-level experts, an agile delivery model and innovative solutions.highlights:* ranked by cioreview as one of the top 100 big data companies in the us* dedicated visual bi labs facility in san antonio, tx, to support rd and innovations* partnerships with established vendors such as sap, tibco spotfire, tableau and mongodb* a culture that encourages to look forward and think ahead mission:our goal is to become one of the leading firms worldwide in terms of brand recall excellence in the field of business intelligence analytics by driving bi adoption with our innovative analytical solutions and applications."
5434,t,nann
1359,f,nann
13967,f,"hsaglobal specialises in solutions enabling connected care, to reduce the impact of the heaviest users on the healthcare system. our vision for connected care applies across multiple health providers and is patient-centric. it includes integrated, shared, collaborative or co-ordinated care. hsaglobal partners with forward-thinking healthcare purchasers and providers who want to shift towards a connected model of care. the hsaglobal team is experienced in successfully leading connected care projects in private and government healthcare organisations in new zealand, australia and singapore. our experience and expertise is backed by a software platform purpose-built for connected care. our team of professionals can share years of clinical, technical and change management experience, gained over a number of connected care projects, to help organisations succeed in implementing this new way of working."
11870,f,"founded in 2010 by a team from google’s london and new york offices, qubit work with some of the biggest names in online. our engineers have built a brand new platform that combines a number of technologies – analytics, automation, personalisation and more – into a simple, easy-to-use product. we’re not the only ones excited about our brand new approach to solving the problems of modern e-commerce. wired magazine named qubit as one of thetop 5 hottest startups in london. we’ve raised $7.5 million in series a funding from one of the uk’s biggest venture capitalists! come and join the growing team as we embark on the most exciting chapter in qubit’s history. although we’ve now grown to more than 90 people, we’re keen on keeping our culture as relaxed and open as when there were only 5 of us. our offices have table football, kitchen full of fruit and other snacks, never ending coffee supply, dinner service and lots of other startup perks. more importantly we’re a focused and determined team preparing to double in size during 2014!"
17279,f,nann
3874,f,"demo duck builds handcrafted explainer videos for startups and online businesses. we specialize in videos that sell, teach and train for websites, mobile apps and software."
9115,t,"climate corporation and aptitude staffing solutions have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model. our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture!"
17242,f,"forward3d is the largest independent digital marketing agency in britain. we run cutting edge digital marketing campaigns across paid search, natural search, display and social by using industry-leading linguistics and technology.our localisation and origination service, locaria, allows us to scale our clients' campaigns and content internationally. we cover an unequalled range of languages and have experience of running marketing campaigns in over 40 markets to date. our in-house team of linguists localise content, keywords and copy to support the expansion of our clients’ businesses on a global scale.we started life in 2005 as “traffic broker”, an affiliate risking our own money. in the last nine years we have grown to over 200 in-house analysts, serving some of the world’s biggest brands and achieving ten million clicks per day, across 60 markets and in 45 languages.“innovate every day” is our mantra, combined with an affinity for data and insightful analysis. we’ve stayed ahead of the curve by providing industry-leading apps and tech infrastructure to support our analysts.forward3d is part of the forward internet group - a fast-growing business with a portfolio of innovative brands that employs over 200 people in our camden, new york, shanghai and seoul offices. as well as doubling revenues year on year for the last four years, we’ve picked up several accolades including the sunday times tech track 100, deloitte technology fast 50 and national business awards."
15997,f,"servicetitan is the world's leading crm software for home services businesses. it powers the world's best service companies, including mr. rooter®, george brazil®, and mr. electric®. servicetitan helps them streamline operations, deliver amazing customer service, and significantly improve sales. born out of stanford university and the university of southern california, servicetitan is home to some of the brightest entrepreneurs in southern california and is one of the most successful software start-ups in los angeles. at servicetitan, you will solve real problems for real customers and help businesses become extraordinary service companies. this is a unique opportunity to be a part of a start-up with a proven product, brand-name customers, and significant revenue... yet young enough to offer incredible growth, leadership, and equity opportunities."
11009,f,"eroad was established to modernise new zealand’s paper-based ruc regime and in 2009 launched the world’s first gps/cellular-based road charging system.our solution can be readily and rapidly scaled and deployed across entire jurisdictions because it requires no roadside architecture, and uses a saas-based web service. we’re now a world leader in our field and expanding rapidly as we enter new markets. joining eroad is a great career move. we look at potential when we’re hiring, and your ability to grow with the role. we employ only the best, and ensure that our staff have the skills, training and technology to do their best work. how you’ll fit in at eroad is important as well. we’re really proud of our company culture and finding people with the right attitude is just as essential as a great cv. working at eroad means learning frompeople who are experts in their field. it also means working hard – we have to, to be able to grow as fast as we need to! but we encourage a healthy work/life balance and our low staff turnover tells us we’ve probably got the balance right. we have staff from all over the globe – 25 countries at last count – and we may just have the highest rate of boat/surfboard/windsurfer ownership of any technology company, anywhere."
3055,t,nann
3292,t,nann
2598,f,"pricing recruiters is the leading global resource for the procurement, vetting and placement of qualified, pricing and profitability professionals worldwide. we understand and hold appreciation for the unique needs and demands of today’s employers and job seekers who work within the pricing discipline across all levels and industries. through our insightful knowledge of pricing in over 5 offices in 4 key international markets we hold an active candidate database of over 4,000 candidates from senior analyst to executive leadership. contact one of our recruitment consultants today to learn how we can help position your pricing team for success through strategic recruitment and team buildin"
16228,f,"vend is looking for some awesome new talent to come join us. you'll be working in an awesome team doing awesome things, and generally being awesome. learn about us on ourblog, or meet the team ontwitter,facebook,linkedin awesome space our brand new auckland office space is located on nuffield street in newmarket, surrounded by our customers and the industry we love. it is huge, open, and shiny new with great meeting room spaces, casual working environments and plenty of space to host awesome events. we don't do cubicles, just plenty of space, whiteboards and meetings rooms. we also have a great cafe/retail space with our very own front of house manager taking care of our visitors and fellow venders. like auckland our melbourne office is surrounded by retail. it's a great wee space equipped with tiny houses and some awesome cardboard cutout animals. our toronto office is located right in the heart of downtown retail district. like melbourne and auckland there's a great vibe with great coffee, boutique stores and some of the greatest restaurants in the city. our soma office in san francisco is located in the middle of the sf tech scene, just a (biz) stone's throw from twitter. the environment we want you to be at the top of your game. you can wear whatever clothing you like, start work late in the morning, take breaks whenever you want and generally work the way you want to work. who we're looking for vend is looking for people to push the boundaries. we are a hard working professional team with a wicked sense of humour, and we are looking for people who thrive in a collaborative open environment. we want passionate, hard working, talented individuals that want to lead in their field."
11724,f,"european dynamics ( ) is a leading european software, information and communication technologies company, operating internationally (athens, brussels, luxembourg, copenhagen, berlin, rome, stockholm, london, nicosia, helsinki, valetta, etc). the company employs over 600 engineers and it experts. we design and develop software applications using integrated, state-of-the-art technology. our current it and telecoms projects have a value exceeding 250 million euro. european dynamics is a renowned supplier of it services to european union institutions, international organizations, european agencies and national government administrations all over europe."
13348,f,"who is ramberg associates? ramberg associates is a specialist medical recruitment consultancy based in, sydney, australia, that is fast becoming a widely respected provider of health care professionals world-wide. ramberg’s team works closely with public and private hospitals to deliver the best medical practitioners across a broad range of specialities and sub-specialities. our commitment to excellence in supplying services to clients and candidates means we are rapidly expanding in the australian and new zealand markets. our success has led us to plan office bases in the uk, north america and the united arab emirates in the coming year. through our broad network of clients and candidates ramberg associates is building its reputation on the ability to place the right person in the right place on a consistent basis in as many places in the world as possible. medical staff recruited by ramberg associates medical staff on ramberg associates’ exclusive database range from resident house offices, senior consultant physicians and medical directors to allied health professionals and nurses. we recruit across all specialities and sub specialties. these include: anaesthesia accident emergency cardiology cardiothoracic ent general surgery geriatrics haematology obstetrician and gynaecology orthopaedics oncology paediatrics/neonatology psychiatry neurology radiology renal urology gps ramberg medical staff have broad international experience with training and certification gained in the united kingdom, united states, ireland, south africa, the dominions, canada, as well as australia and new zealand. these staff are rigorously screened and reference checked to ensure their qualifications are of the highest calibre. the ramberg associates team believed it’s a privilege to benefit the communities where our medical staff work, therefore we take the time to discuss with them their goals, aspirations and needs so they are placed in positions that bring the best outcome for themselves, their families and communities that employ them. our services include: sourcing appropriate medical staff for permanent and locum positions thoroughly screening and reference checking candidates ensuring the integrity of our medical staffs’ intentions to commit to positions they accept guiding and coordinating medical council registration assisting with immigration retained search and selection assisting in guiding medical staff in their relocation "
6974,t,nann
7364,f,"european dynamics ( ) is a leading european software, information and communication technologies company, operating internationally (athens, brussels, luxembourg, copenhagen, berlin, rome, stockholm, london, nicosia, helsinki, valetta, etc). the company employs over 600 engineers and it experts. we design and develop software applications using integrated, state-of-the-art technology. our current it and telecoms projects have a value exceeding 250 million euro. european dynamics is a renowned supplier of it services to european union institutions, international organizations, european agencies and national government administrations all over europe."
10521,f,nann
2652,t,"gary cartwright established cartwright property management in 2007 to help manage the hoas that were created when his development company would develop a residential or multi-family community. he has developed numerous single-family, duplex, townhome and apartment communities.gary is a general contractor holding an unlimited building license and he is a licensed real estate agent in north carolina. gary is also a partner in a sister real estate company. his experience as a builder, developer, and real estate sales company owner will be beneficial in assisting his rental and hoa clients in managing their rentals and hoa communities."
17729,t,nann
1061,f,"rhodecode provides the leading source code management solution for enterprises.we are powering the world`s largest organizations, who depend on our products to make their software development process more flexible, collaborative, productive secure. every day millions of developers, project managers and qa engineers are using our innovative software which plays a central role in their work life. our company core values are about questioning the existing, being open delivering just the absolutely outstanding. everyone who is with us is an expert in his/her field of expertise, works in a small team of other gifted a-players and helps to achieve the team's mission. everyone takes full responsibility for his/her work, is treated with respect and management is just there to remove blockers. no committees, no micromanagement, just the focus on delivering the outstanding. help us to make the world better for millions of people. have a real impact. apply today! "
1935,t,"aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to for more information on our business, people and values."
14877,f,"hawkeye recruitment provides cost effective recruitment advertising solutions to help you cast the widest net to find the perfect candidate for your job. we can help improve your recruitment efforts, and streamline your hiring process."
8494,f,massive mediais the social media company behind the successful digital brandsurl_18234f381f5e7b9a9ffdc727cd05c9046edffb45bce85533c8f9b6d0216e925eandurl_af2b2f34d003dd6238fb60ec002a2f9df551ec9f8c6df8c980fc4fd8d24cc707. in november 2013 massive media bought and relaunched the social discovery platformstepout. we enable members to meet nearby people instantly. over 100 million people have joined our sites on web and mobile.
3042,f,nann
8838,t,"as the industry’s largest supply contracting company, novation serves the purchasing needs of more than 65,000 vha, uhc and provista member organizations and their affilliates. novation delivers unmatched supply savings and value through its sourcing services, as well as information and data services. through its affiliation with vha, uhc and provista, novation represents the largest purchasing volume in the industry more than $40 billion in annual purchases. to help our alliance members meet the needs of their communities, our mission is to deliver to them unmatched savings and value. one of the ways we deliver on our mission is by facilitating the introduction of products and services that are designed to help members drive sustainable results, improve quality and reduce costs."
1559,f,nann
9704,f,"squiz is one of the world's leading web solutions companies. we design, build and manage engaging websites and online applications using our web experience management suite, the squiz suite. our clients include many household names and range from large global organisations to government bodies and charities. we have an international network of offices in australia, the uk, usa, new zealand and poland, and employ over 250 permanent members of staff. as a team, we are talented, motivated and enthusiastic. we live and breathe the web and our passion is finding new and innovative solutions using squiz products alongside the latest web technologies. our staff give 100% and are offered a high level of autonomy, responsibility and opportunity in return."
812,t,"staffing recruiting done right for the oil energy industry! represented candidates are automatically granted the following perks: expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases significant signing bonus by refined resources (in addition to any potential signing bonuses our client companies offer) 1 year access to anyperk: significant corporate discounts on cell phones, event tickets, house cleaning and everything inbetween. you'll save thousands on daily expenditures professional relocation services for out of town candidates * all candidates are encouraged to participate in our referral bonus program ranging anywhere from $500 - $1,000 for all successfully hired candidates... referred directly to the refined resources team please submit referrals via online referral form thank you and we look forward to working with you soon! [ click to enlarge image ]"
4967,t,"anthony warren is a marketing and advertising consultant. after completing one enlistment as a u.s. marine at quantico, va, where he provided administrative support to the lawyer for the commandant of the marine corps, he has hired and trained over 1000 sales people managers and ceo's to increase their effectiveness and monetize thier efforts. his early skill as a door to door salesman has evolved from concert promoter, real estate investor, fundraiser and now with the internet to a supply and demand tour guide. his zest for finding information and his ability to sell ideas has generated affiliations and clients from small business to fortune 200. brainstorm and network with this evangelical marketing pro."
5688,t,nann
7103,f,"united cerebral palsy of oregon sw washington (ucp) supports adults with all kinds of developmental disabilities (not just cerebral palsy), so that they can live the life of their dreams. we're growing, so you will see lots of exciting job openings in the next few months! why work for ucp? as an employee of ucp, you'll be proud of the work you do, every day! our employees assist the people we support to live independently in their own homes and apartments, find and keep their dream jobs, make community connections, serve as their own advocates, and make their own choices. you'll get the chance to work for one of the 100 best non-profit employers in oregon. we'refun and flexible, and there's plenty of room for advancement and growth. "
17188,f,"established on the principles that full time education is not for everyone spectrum learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles. we also are official re-sellers for the institute of recruiters/ study course professional courses in hr practice, in-house recruitment and agency recruitment it is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job. we work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career. we have great relationships with a number of national training providers to ensure we can cover any apprenticeship available."
17249,f,"hi, we are dopios “we are here to make any location accessible and open through the power of its people. we are here to make the world a place you call home. we just started and we would love to have you around. coming in?” -- why there are numerous companies out there, but you chose us. let us share our culture.problem you will come to work everyday because you want to solve with us a tough and challenging problem; how will we make the world more accessible and open through the power of its locals?things we believe - we are here to make a global company - great design and product is the sine-qua-non of a great company - people buy what they believe in, not what they need - we love to learn from anywhere and anything - we challenge what is out there. common logic sustains ""common"" companies - the world is less optimal than what we think - the users are what we care the most about and they are their core of our existance as a company - pay it forward and help others before they ask for it - we stay humble and we do not judge - simplicity is the ultimate sophisticationpeople we pay attention toseth godin, steve jobs, dan gilbert, dieter rams, richard branson, charles and ray eames, dan ariely, chris guillebeau, chris dixon, fred wilson, mark suster -- why, you because you are a t-shaped person, passionate about challenging the status quo, ambitious to have a global impact, hungry for new learnings and humble at your core.things we appreciate - know what ""community marketplace"" means and can talk about its pros and cons - love to travel and explore unknown locations - have always been a builder and participated in various projects - know who are the game-chaning companies on the web today and can explain why - get excited about ted talks and you can name 3 people who have disrupted their industries"
17786,t,nann
15264,t,nann
9270,f,"if working in a cubical seems like your idea of hell then joining our awesome startup team might be the opportunity you’ve been waiting for. come join the tradegecko team, we’re a singapore head-quartered company, we’re ventured backed and we’re growing fast. our team comes from all corners of the globe, the founders are kiwis, we've got singaporeans, dutch, filipino, australians, argentinians, the list goes on. if you think you have what it takes and can handle our group of talented, hardworking, sarcastic miscreants, then apply now … right now!"
5274,f,"ny marketing firm is family-owned and operated right here in new york, ny. other companies may offer similar services, but our services are the best, and come with a personal touch.we are not your typical advertising agency. we employ a wider range of disciplines that approach the marketing challenge from many different fronts: branding strategies, csr , direct response, promotions, marketing collateral, public relations, internet media, event marketing, corporate identity, and anything else that helps move the sales curve in the right direction. no longer is a marketing plan confined to radio, tv and print. the world is at our fingertip!​most important, we approach every marketing challenge from a strategic point of view - we stay focused on the big picture, where success is always in sight. we embody the t.e.a.m atmosphere, where together everyone achieves more!!!ny marketing firm was founded in june 2010. since our inception, we have secured contracts with the largest telecommunications providers, cable providers, energy providers, and finance titans. furthermore, we have expanded our operations and brand to various markets throughout the country. we are growing at a very rapid pace in a time when the economy is receding. thanks to our phenomenal leadership and assertive marketing strategies we will be moving into new territories in the near future.""be a yardstick of quality. some people aren't used to an environment where excellence is expected.""-steve jobs"
2866,f,"incrediblue is busting the myth that boating is only for the rich and famous by enabling any traveller to book an amazing holiday on a boat. as it happened in lodging and in transportation, incrediblue is changing the travel industry again, by introducing a whole new travel category; boating. boating is the ultimate vacation with all the comforts of being at home while you are exploring new destinations. we are an innovation driven, committed and fun to be around team, where every contribution, no matter how little or big, counts. so if you're a passionate professional with solid experience who wants to work in a world-class internet company, you are in the right place. as with all incrediblue team members, we’re looking for someone who takes pride in their entrepreneurial spirit, discipline, proactivity, guerilla mindset and great teamwork skills. that’s us!"
937,t,"aptitude staffing solutions has redesigned the recruiting wheel. our innovative new platform cuts the recruiting time in half, yields scientifically-proven results and clients and candidates enjoy a pleasant experience through advanced, simple to use technology and a tenured, industry-experienced recruiting team. join us in a fresh new experience of leveraging your career...the way it should be! all represented candidates enjoy the following perks: expert negotiations, maximizing total compensation package signing bonus by aptitude staffing in addition to client signing bonus (if applicable) 1 year access to anyperk relocation services for out of town candidates continued education in your area of profession, seminars, workshops and other skill development events contract employees receive quarterly bonuses for the duration of their project direct-hire employees receive double bonues ($2,000) per referred/recruited candidate into their newly appointed company all candidates are encouraged to participate in ourreferral bonus program earn$500 - $1,000per hired referral "
5415,f,nann
215,t,"staffing recruiting done right for the oil energy industry! represented candidates are automatically granted the following perks: expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases significant signing bonus by refined resources (in addition to any potential signing bonuses our client companies offer) 1 year access to anyperk: significant corporate discounts on cell phones, event tickets, house cleaning and everything inbetween. you'll save thousands on daily expenditures professional relocation services for out of town candidates * all candidates are encouraged to participate in our referral bonus program ranging anywhere from $500 - $1,000 for all successfully hired candidates... referred directly to the refined resources team please submit referrals via online referral form thank you and we look forward to working with you soon! [ click to enlarge image ]"
2991,f,crest financial is one of the leading privately held consumer financing companies in the united states. crest blends the use of innovative technology with a simple to use application process to drive revenue for thousands of retailers. retailers love our product and our people -- we are growing the business rapidly and we need more great people to join the team!
12308,f,nann
6829,f,nann
8606,f,"pricing recruiters is the leading global resource for the procurement, vetting and placement of qualified, pricing and profitability professionals worldwide. we understand and hold appreciation for the unique needs and demands of today’s employers and job seekers who work within the pricing discipline across all levels and industries. through our insightful knowledge of pricing in over 5 offices in 4 key international markets we hold an active candidate database of over 4,000 candidates from senior analyst to executive leadership. contact one of our recruitment consultants today to learn how we can help position your pricing team for success through strategic recruitment and team buildin"
14004,f,nann
2935,f,nann
4183,t,"our globally connected world has forced businesses to rethink how they communicate. mobile lifestyles, a flood of technology, economic pressures and an “always on” mentality have created both opportunity and challenges for organizations of all sizes. mitel® (nasdaq: mitl) (tsx: mnw) is a global leader in business communications that easily connect employees, partners and customers -- anywhere, anytime and over any device, for the smallest business to the largest enterprise. mitel offers customers maximum choice with one of the industry’s broadest portfolios and the best path to the cloud. with more than us$1 billion in combined annual revenue, 60 million customers worldwide, and 1 market share in western europe, mitel is a clear market leader in business communications."
6287,t,nann
11588,f,"interactive strategies is a boutique digital agency whose strength lies in understanding the complex relationship that exists between strategy, design, content, usability, technology and marketing. by addressing each of these areas equally, we create meaningful web experiences that provide a measurable return for our clients.each principal at interactive strategies comes from a large agency background where they helped shape online strategies for leading firms, including first usa/bank one, dupont, accenture, bacardi, budget/avis, royal caribbean, ford and more. now working together, each member of interactive strategies’ team is committed to providing superior client service and attention to detail."
10788,f,"delivering superior customer services for over 10 years, ibex global is a business process outsourcer offering an integrated suite of services that supports an expansive array of customer facing solutions. headquartered in washington, dc. ibex global delivers onshore, near shore and offshore solutions in 5 countries, across 18 call centers employing over 9000+ customer service professionals. the recipient of several client and community awards such as the goodwill industries employer of the year, ibex global is one of the most forward thinking companies in the bpo industry."
6295,f,"invenio solutions established in 1994, is a full-service sales firm with a focus on high-quality lead development and outsourced sales services for b2b organizations. we are headquartered in austin, tx, and have additional markets in las colinas, tx, issaquah, wa, winchester, va, and mississauga, ca. we are continuing to expand and grow; with over 500 current employees, we plan to double that by year end."
5347,f,nann
17696,t,nann
362,f,"nfp is a leader in the delivery of benefits solutions for companies of all sizes and in the delivery of life insurance and wealth management solutions for high net worth individuals. our leading, independent broker/dealer offers a wide range of choices from some of the nation’s top investment companies.nfp operates and reports in three segments that provide diverse products and services to corporate and high net worth individual clients: the corporate client group, the individual client group and the advisor services group.*our advisors partner with clients to help provide them with comprehensive solutions, backed by nfp’s open architecture approach, national scale and resources. nfp is focused on optimizing cross-selling opportunities and building recurring revenue, and diversification, ensuring the company is well-positioned for long-term growth.*nfp advisor services group is a business segment of national financial partners corp. (nfp) that includes nfp subsidiaries nfp securities, inc., member finra/sipc, and nfp indesuite, inc."
400,f,hello world talents23_ drives the change in digital recruitment and develops the best quality filters for the selection of top talents.
4577,t,nann
1725,f,nann
3358,f,"we provide full time permanent positions for many medium to large us companies. we are interested in finding/recruiting high quality candidates in it, engineering, manufacturing and other highly technical and non-technical jobs."
10008,f,"argenta field solutions values the client, creates income streams for them through our sales mechanism and focuses on quality numbers rather than numbers alone. while this is paramount to our foundation, the foundation itself is our people. environment, training and compensation are the tripod that support our workforce. the same way we believe in quality of sales, we believe even more in quality of our people's environment, training and compensation. to setup an interview, call our recruiting department monday-friday from 9am-5pm @ (361) 400-2907"
10396,t,"and aptitude staffing solutions have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model. our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture! please direct all communications throughout this process to the hr department at aptitude staffing solutions email_0c020555b4dbc1c1e03d03c46cc181bcfde81bf5b20fea95d1bc7dc64c79814c darren lawson | vp of recruiting | email_f4da338e899ddba983ac771b001681d1d2d93b3327ddc420a15f4e5a310071a9| phone_90d33c9d7ec1484aebfe37b153d677decc6f5f53b316489ed24061544c04eb66 "
10282,f,"we provide full time permanent positions for many medium to large us companies. we are interested in finding/recruiting high quality candidates in it, engineering, manufacturing and other highly technical and non-technical jobs."
17812,t,nann
9043,f,"recombine provides clinical genetic testing. carriermap, the first product created at recombine, is the most comprehensive, cost-effective clinical genetic test, currently being provided to thousands of patients around the world through our network of physicians. our company was founded by experts in fertility, clinical genetics, bioinformatics and computer science brought together with one goal in mind: to improve health outcomes based on actionable and responsible genetic testing."
12999,f,"quiénes somos somos una firma mexicana de jóvenes especializados en reclutamiento y selección decandidatos excepcionales, recién egresados o que estén desarrollándose en el área de ingeniería.surgimos a partir de la necesidad de las empresas de obtener talento humano de alta calidad quepermanezca por más tiempo trabajando dentro de ellas. proporcionamos""inversiones a largo plazo para empresas excepcionales"".la firma busca innovar y diseñar metodologías de calidad constantemente, las cuales fungencomo medio de evaluación de los candidatos que prospectamos, haciéndolo de manera profundaexplotando su capacidad al máximo en las áreas de oportunidad que pudieran desarrollar. nuestra misión “formar una sofisticada sinergiaentre el factor humano y el tecnológico,conformando así un proceso de reclutamientoy selección, en el quela alta ingeniería,aplicada al talento humanosea el ingrediente principal""nuestra visión enm+mplaneamos, estratégicamente, ser uno de los mejores lugares para trabajar, en donde nuestros clientes, usuarios y colaboradores experimenten, junto con nosotros, la pasión que sentimos por las metas que nos exigimos día a día.nos exigimos ser constantes pioneros en desarrollo de tecnologías que simplifiquen y mejoren cada vez más los procesos de reclutamiento con el fin de ofrecer a nuestros clientes una constante evolución de servicios integrales que se adelanten a sus necesidades y las satisfagan de la mejor manera, además con el fin de fortalecer cimientos e impulsar en conjunto proyectos de mayor impacto, planteamos una red de asociados excepcionales que evolucionen constantemente en cuanto a su oferta de servicios tecnológica aplicada a los recursos humanos.nuestros valores liderazgoatrevernos a innovar y redefinir los estándares para estar siempre un paso adelante.secreciasomos una caja fuerte cuando se trata de resguardar información acerca de nuestros clientes y usuarios.integridadsabemos manejar de la mejor manera los valores personales de nuestros candidatos y usuarios.compromisolo que prometemos, no solo lo cumplimos, sino que lo hacemos con la mayor calidad posible.honestidadrealizamos nuestras actividades de la manera más clara y transparente posible.calidadgenerar una experiencia superior a través del intensivo cuidado y mejora continua de cada detalle.pasióntodo lo que realizamos tanto en el ámbito profesional como personal lo hacemos con la razón y el corazón.solidaridadimpulsar el talento en equipo a través del mejor ambiente laboral.impacto socialgenerar un importante impacto social a través de nuestras acciones y dejar huella a través de cada proyecto en el que estemos involucrados"
496,f,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth."
2321,f,"great customer service from start to finish what started as a small construction firm in 1984, has grown to become the number one window manufacturer, building envelope, energy retrofit, and restoration specialist in british columbia; supplying and installing windows, doors and siding throughout the province. during this growth, we never lost sight of what made us different right from the beginning. customer satisfaction is our primary focus, and that is why we insist on complete quality control. our unique approach of keeping everything in-house –manufacturing, distribution and installation–results in consistently high quality products and your worry free renovation or new construction project, from start to finish and beyond. employee-owned our employees are also our owners, which results in exceptional care and pride throughout our organization. we treat your home as if it were our own. centra has a long term commitment in providing the highest quality products and services, improving home energy efficiency and supporting local community charities. "
5856,f,"teamwork at westbury is a critical component of our success and underlines our whole approach. many of our key people have been with us for more than ten years and some for more than twenty. an essential element of our commitment to the team is achieved through internal training, regular appraisals and opportunities for advancement and promotion. three of our partners joined directly from university and have been with us ever since. it’s not however, all work and no play. we hold regular team events including barbecues, quizzes and meals out together and the team are encouraged to take part in our golf, cricket and annual sports and networking events."
16659,f,"a creative agency for web design development, software development and mobile application development. we offering a vast array of solutions on varied platforms. our aim is to amalgamate the best in technology, design and usability in presenting solutions that best suit your requirements. therefore, we invest in our mind resources in order to gain success which is lifetime in means of assets and building our basics stronger. we provide market competitive salaries, outstanding benefits fringe facilities to the right candidates."
7634,f,london's going out app!explovia simply and brilliantly combines group chat with event booking. we're looking for people whose eyes widen and mouths open when they see the opportunity of local commerce powered by mobile and social. 
1403,f,"tidewater finance co. was established in 1992 for the initial purpose of purchasing, and servicing retail installment contracts. there are two divisions: tidewater credit services, providing indirect consumer retail finance options and tidewater motor credit, providing indirect consumer auto financing. we remain committed to offering a partnership with the dealers and consumers to create a win-win-win situation. our success relies solely on the success of our dealers and our consumers. full time positions include the following benefits: 40 vacation hours after 6 months of employment, 80 vacation hours after 1 year of employment 6 paid holidays as well as an anniversary holiday benefit paid personal and sick leave after 90 days of employment full benefits to include health, dental, life and disability insurance a 401k plan with a company match after 6 months of employment based upon a quarterly entry date incentive bonuses for individual and team goals (certain positions) bilingual spanish eligible for differential pay "
6559,t,nann
17652,t,nann
4671,f,nann
5909,f,"is a quickly growing, award-winning tech company based in nyc that helps homeowners with renovation needs find the best general contractor, architect or interior designer for their project. in the time since our launch we’ve already had over $100m in renovation deals posted to our site. in short, we're the go to matchmaking service for home renovations! we’re a fun group looking for innovators to join our hard-working team. please visit our website to learn more about our company."
4854,f,"veripicis a leading supplier of enterprise photo and evidence management software to law enforcement agencies, military, medical institutions and corporate customers. our products set the bar on how digital evidence is handled. every year, our products handle evidence in thousands of criminal cases throughout the country.veripicbuilds systems from single user systems up to multi-city, server cluster installations serving an entire agency with locations that are geographically distributed.veripicwas also honored in october 2010 with the cygnus law enforcement group's innovation award's at the 2010 international association of chiefs of police conference as the best law enforcement software product across all categories of software products.visit see what we do. visitveripic youtube channelvisit get a copy of a car accident report.like us on at follow us on twitter veripic "
3517,f,"ny marketing firm is family-owned and operated right here in new york, ny. other companies may offer similar services, but our services are the best, and come with a personal touch.we are not your typical advertising agency. we employ a wider range of disciplines that approach the marketing challenge from many different fronts: branding strategies, csr , direct response, promotions, marketing collateral, public relations, internet media, event marketing, corporate identity, and anything else that helps move the sales curve in the right direction. no longer is a marketing plan confined to radio, tv and print. the world is at our fingertip!​most important, we approach every marketing challenge from a strategic point of view - we stay focused on the big picture, where success is always in sight. we embody the t.e.a.m atmosphere, where together everyone achieves more!!!ny marketing firm was founded in june 2010. since our inception, we have secured contracts with the largest telecommunications providers, cable providers, energy providers, and finance titans. furthermore, we have expanded our operations and brand to various markets throughout the country. we are growing at a very rapid pace in a time when the economy is receding. thanks to our phenomenal leadership and assertive marketing strategies we will be moving into new territories in the near future.""be a yardstick of quality. some people aren't used to an environment where excellence is expected.""-steve jobs"
